n_sampled,n_bitten,n_envenom,cluster_long,cluster_lat,elevation,climate,popden,occupation,climate2,climate3,elevation1,elevation2,occupation1,occupation2,sb_logit_p
147,0,0,80.089696,6.884999,51.50317706,3,1110.49,0.01,0,1,51.50317706,0,0.01,0,-5.686975356
127,2,1,80.173939,6.876716,159.841471,3,506.433,0.01,0,1,159.841471,0,0.01,0,-3.916015027
153,0,0,80.091078,6.838241,21.06882393,3,720.53,0.04,0,1,21.06882393,0,0.04,0,-5.726847748
150,0,0,80.074726,6.836109,43.64142842,3,614.802,0.04,0,1,43.64142842,0,0.04,0,-5.707110265
165,1,1,80.051177,6.798891,42.21256756,3,369.035,0.04,0,1,42.21256756,0,0.04,0,-4.697445462
137,0,0,80.155307,6.834635,80.76046197,3,355.125,0.04,0,1,80.76046197,0,0.04,0,-5.616771098
166,0,0,80.180353,6.842555,173.4464229,3,141.56,0.04,0,1,173.4464229,13.44642286,0.04,0,-5.80814249
128,1,0,79.903163,6.875765,19.56740361,3,5000,0,0,1,19.56740361,0,0,0,-4.442651256
116,0,0,79.918766,6.857997,17.62169993,3,3653.12,0,0,1,17.62169993,0,0,0,-5.451038454
151,0,0,79.866797,6.856698,13.26017194,3,5000,0,0,1,13.26017194,0,0,0,-5.713732806
130,0,0,79.880487,6.804675,10.99033516,3,5000,0,0,1,10.99033516,0,0,0,-5.564520407
145,0,0,79.875904,6.800845,8.799859872,3,5000,0,0,1,8.799859872,0,0,0,-5.673323267
150,0,0,79.886588,6.791342,12.21252109,3,4168.44,0,0,1,12.21252109,0,0,0,-5.707110265
148,0,0,79.897104,6.778204,12.52840755,3,5000,0,0,1,12.52840755,0,0,0,-5.693732139
156,0,0,79.890458,6.746944,7,3,5000,0,0,1,7,0,0,0,-5.746203191
138,0,0,79.895383,6.734437,6,3,5000,0,0,1,6,0,0,0,-5.624017506
156,0,0,79.921874,6.824482,11.7888527,3,3669.12,0.01,0,1,11.7888527,0,0.01,0,-5.746203191
158,0,0,79.906424,6.814068,7.73884585,3,2101.97,0.01,0,1,7.73884585,0,0.01,0,-5.758901774
143,0,0,79.905063,6.799454,13.44477068,3,2663.63,0.01,0,1,13.44477068,0,0.01,0,-5.659482216
139,0,0,79.941928,6.810096,21.82993347,3,3268.12,0.01,0,1,21.82993347,0,0.01,0,-5.631211782
145,0,0,79.925436,6.795613,19.28359332,3,5000,0.01,0,1,19.28359332,0,0.01,0,-5.673323267
142,0,0,79.921661,6.785214,13.48891454,3,4321.59,0.01,0,1,13.48891454,0,0.01,0,-5.65248918
149,0,0,79.908208,6.783339,11.50195818,3,3687.38,0.01,0,1,11.50195818,0,0.01,0,-5.700443573
138,0,0,79.880299,6.766636,7.499499962,3,4454.01,0,0,1,7.499499962,0,0,0,-5.624017506
185,0,0,80.111735,7.282355,64.77327216,2,1499.75,0.04,1,0,64.77327216,0,0.04,0,-5.916202063
159,0,0,80.160359,7.272547,88.53899303,2,322.304,0.04,1,0,88.53899303,0,0.04,0,-5.765191103
172,0,0,80.067501,7.213345,50.24858951,3,1013.84,0.04,0,1,50.24858951,0,0.04,0,-5.843544417
149,0,0,80.078485,7.183339,31.58508875,3,1464.31,0.04,0,1,31.58508875,0,0.04,0,-5.700443573
171,1,0,80.08127,7.178469,30.17952,3,1902.49,0.04,0,1,30.17952,0,0.04,0,-4.733270189
160,1,1,79.920684,7.181163,17.7366,3,1556.31,0.04,0,1,17.7366,0,0.04,0,-4.666578814
166,1,1,80.033066,7.157773,37.56370294,3,5000,0.04,0,1,37.56370294,0,0.04,0,-4.703506087
163,1,0,80.002301,7.140783,34.04244165,3,1734.01,0.04,0,1,34.04244165,0,0.04,0,-4.685212894
166,0,0,79.980101,7.131224,27.47384019,3,1424.302841,0.04,0,1,27.47384019,0,0.04,0,-5.80814249
156,0,0,79.975066,7.120422,25.35819838,3,3090.17,0.04,0,1,25.35819838,0,0.04,0,-5.746203191
156,1,0,79.919985,7.13962,11.3285104,3,3469.238476,0.04,0,1,11.3285104,0,0.04,0,-4.641180624
174,2,1,79.874336,7.100487,3.744036499,2,644.69,0,1,0,3.744036499,0,0,0,-4.234106505
176,0,0,79.910668,7.095937,12.17978519,3,2566.84,0,0,1,12.17978519,0,0,0,-5.866468057
173,0,0,79.886839,7.075219,7.149793589,3,5000,0,0,1,7.149793589,0,0,0,-5.84932478
157,0,0,79.983138,7.089866,13.59160525,3,2941.86,0.01,0,1,13.59160525,0,0.01,0,-5.752572639
165,1,0,79.938417,7.06548,25.42991878,3,5000,0.01,0,1,25.42991878,0,0.01,0,-4.697445462
148,0,0,80.06276,7.154956,22.40304947,3,2192.25,0.02,0,1,22.40304947,0,0.02,0,-5.693732139
168,0,0,80.088504,7.154541,31.92225196,3,1264.53,0.02,0,1,31.92225196,0,0.02,0,-5.82008293
148,0,0,80.102385,7.149885,39.7980956,3,1530.15,0.02,0,1,39.7980956,0,0.02,0,-5.693732139
168,1,0,80.116661,7.136488,57.21150837,3,1787.94,0.02,0,1,57.21150837,0,0.02,0,-4.715518243
167,0,0,80.090218,7.131247,37.76946967,3,5000,0.02,0,1,37.76946967,0,0.02,0,-5.814130532
150,0,0,80.010846,7.108167,17.22650505,3,964.387,0.02,0,1,17.22650505,0,0.02,0,-5.707110265
198,1,0,80.075793,7.121624,32.76400634,3,3183.29,0.02,0,1,32.76400634,0,0.02,0,-4.880273476
152,0,0,80.126194,7.054149,34.13865877,3,1564.18,0.06,0,1,34.13865877,0,0.06,0,-5.720311777
169,1,0,80.114659,7.018087,25.85716798,3,749.7290344,0.06,0,1,25.85716798,0,0.06,0,-4.721470642
187,3,0,80.146478,7.004907,38.50314721,3,448.285,0.06,0,1,38.50314721,0,0.06,0,-3.964886495
178,2,0,80.166389,7.002202,53.89749732,3,862.7483719,0.06,0,1,53.89749732,0,0.06,0,-4.257030144
177,0,0,80.146177,6.999495,36.98350802,3,1158.56,0.06,0,1,36.98350802,0,0.06,0,-5.872117789
162,1,1,80.034139,6.95229,16.91754467,3,1269.77,0.06,0,1,16.91754467,0,0.06,0,-4.679040035
162,1,0,80.054971,6.940478,23.29728387,3,516.604,0.06,0,1,23.29728387,0,0.06,0,-4.679040035
194,6,0,80.036735,6.926872,20.43956,3,651.154,0.06,0,1,20.43956,0,0.06,0,-3.36729583
138,1,0,80.014945,7.005605,32.90932252,3,2579.36,0.02,0,1,32.90932252,0,0.02,0,-4.518158809
166,1,0,79.997283,7.016946,33.87118886,3,1576.57,0.02,0,1,33.87118886,0,0.02,0,-4.703506087
163,1,0,79.990774,7.025691,35.58482717,3,2067.219093,0.02,0,1,35.58482717,0,0.02,0,-4.685212894
170,0,0,79.962538,7.006356,21.65842396,3,4019.99,0.02,0,1,21.65842396,0,0.02,0,-5.831882477
159,0,0,79.948287,7.012965,27.35453223,3,1617.58,0.02,0,1,27.35453223,0,0.02,0,-5.765191103
187,0,0,79.943211,7.017463,28.89127672,3,3000.27,0.02,0,1,28.89127672,0,0.02,0,-5.926926026
149,0,0,79.925216,6.982132,13.03088988,3,5000,0,0,1,13.03088988,0,0,0,-5.700443573
150,0,0,79.971869,6.990185,31.92636,3,2020.74,0.01,0,1,31.92636,0,0.01,0,-5.707110265
149,0,0,79.961901,6.985587,25.15326232,3,5000,0.01,0,1,25.15326232,0,0.01,0,-5.700443573
135,0,0,79.952222,6.982664,22.55531567,3,2209.01,0.01,0,1,22.55531567,0,0.01,0,-5.602118821
142,1,0,80.195372,6.673869,90.9576468,3,116.053,0.08,0,1,90.9576468,0,0.08,0,-4.546834609
159,0,0,80.194746,6.630838,26.17336162,3,360.081,0.08,0,1,26.17336162,0,0.08,0,-5.765191103
159,1,0,80.095886,6.703484,29.16677734,3,371.545,0.05,0,1,29.16677734,0,0.05,0,-4.660289485
162,1,0,80.083042,6.671366,15.53342929,3,1216.35,0.05,0,1,15.53342929,0,0.05,0,-4.679040035
159,1,0,80.017522,6.668014,16.95137033,3,196.218,0.05,0,1,16.95137033,0,0.05,0,-4.660289485
176,0,0,79.95408,6.672836,7.800899328,3,762.889,0.01,0,1,7.800899328,0,0.01,0,-5.866468057
184,0,0,79.944389,6.630488,11.52256486,3,3685.53,0.01,0,1,11.52256486,0,0.01,0,-5.910796644
144,0,0,79.987673,6.512004,19.20084436,3,3438.419554,0.01,0,1,19.20084436,0,0.01,0,-5.666426688
130,0,0,79.994738,6.49117,20.1141353,3,5000,0.01,0,1,20.1141353,0,0.01,0,-5.564520407
256,0,0,80.008382,6.450716,9.875458227,3,5000,0.01,0,1,9.875458227,0,0.01,0,-6.240275845
171,1,0,80.039992,6.446369,13.72617833,3,1274.72,0.04,0,1,13.72617833,0,0.04,0,-4.733270189
153,3,1,80.145181,6.5698,51.83042432,3,1025.74,0.11,0,1,51.83042432,0,0.11,0.02,-3.761200116
161,4,0,80.212089,6.456239,64.0161392,3,290.214,0.11,0,1,64.0161392,0,0.11,0.02,-3.555348061
167,1,0,80.206207,6.543405,109.6534826,3,117.528,0.24,0,1,109.6534826,0,0.24,0.15,-4.709530201
185,1,0,80.249538,6.48183,41.88575862,3,1214.24,0.24,0,1,41.88575862,0,0.24,0.15,-4.812184355
136,0,0,80.176776,6.429174,139.977188,3,201.239,0.1,0,1,139.977188,0,0.1,0.01,-5.609471795
137,0,0,80.125125,6.401384,42.2145264,3,297.24,0.1,0,1,42.2145264,0,0.1,0.01,-5.616771098
157,0,0,80.683242,7.352589,541.2058204,3,850.563,0.03,0,1,541.2058204,381.2058204,0.03,0,-5.752572639
134,0,0,80.65305,7.334274,478.2541704,3,1813.35,0.03,0,1,478.2541704,318.2541704,0.03,0,-5.59471138
157,0,0,80.663066,7.32653,484.0051276,3,2056.81,0.02,0,1,484.0051276,324.0051276,0.02,0,-5.752572639
163,1,1,80.721769,7.446602,1068.616899,3,133.008,0.05,0,1,1068.616899,908.6168994,0.05,0,-4.685212894
134,0,0,80.867587,7.303555,888.7139203,2,158.526,0.48,1,0,888.7139203,728.7139203,0.48,0.39,-5.59471138
122,0,0,80.885188,7.300883,661.9719276,2,129.994,0.48,1,0,661.9719276,501.9719276,0.48,0.39,-5.501258211
143,0,0,80.87713,7.298313,635.4850601,2,435.102,0.48,1,0,635.4850601,475.4850601,0.48,0.39,-5.659482216
132,3,1,80.914313,7.281293,640.5627557,2,71.184,0.48,1,0,640.5627557,480.5627557,0.48,0.39,-3.610917913
121,2,1,80.881081,7.223183,465.6881126,2,22.42,0.48,1,0,465.6881126,305.6881126,0.48,0.39,-3.867025639
148,1,1,80.930165,7.470201,134.7844965,1,28.147,0.34,0,0,134.7844965,0,0.34,0.25,-4.588363068
115,2,0,80.946815,7.432448,126.2756487,1,314.577,0.34,0,0,126.2756487,0,0.34,0.25,-3.815512105
141,0,0,80.936028,7.375778,235.235691,2,504.177,0.34,1,0,235.235691,75.23569101,0.34,0.25,-5.645446898
122,0,0,80.965949,7.32329,261.7502989,2,183.552,0.34,1,0,261.7502989,101.7502989,0.34,0.25,-5.501258211
151,0,0,80.758668,7.349074,724.7876654,3,1006.14,0.14,0,1,724.7876654,564.7876654,0.14,0.05,-5.713732806
145,0,0,80.762161,7.319326,604.24352,3,372.936,0.14,0,1,604.24352,444.24352,0.14,0.05,-5.673323267
42,0,0,80.777694,7.294913,517.1418548,3,733.557,0.14,0,1,517.1418548,357.1418548,0.14,0.05,-4.442651256
153,0,0,80.75684,7.313855,473.5263909,3,389.392,0.14,0,1,473.5263909,313.5263909,0.14,0.05,-5.726847748
127,0,0,80.815407,7.256632,673.3029628,3,399.525,0.14,0,1,673.3029628,513.3029628,0.14,0.05,-5.541263545
122,0,0,80.837638,7.208125,366.78898,2,107.275,0.14,1,0,366.78898,206.78898,0.14,0.05,-5.501258211
134,1,0,80.73284,7.331793,634.8775588,3,1611.35,0.02,0,1,634.8775588,474.8775588,0.02,0,-4.48863637
159,0,0,80.652504,7.305484,468.5934332,3,3604.289056,0.02,0,1,468.5934332,308.5934332,0.02,0,-5.765191103
138,0,0,80.702186,7.301688,481.8239088,3,1256.08,0.02,0,1,481.8239088,321.8239088,0.02,0,-5.624017506
114,0,0,80.682421,7.285884,473.7262525,3,1287.97,0.02,0,1,473.7262525,313.7262525,0.02,0,-5.433722004
148,0,0,80.661687,7.291667,487.9025717,3,5000,0.02,0,1,487.9025717,327.9025717,0.02,0,-5.693732139
142,1,0,80.747589,7.281348,487.192965,3,1079.8,0.02,0,1,487.192965,327.192965,0.02,0,-4.546834609
133,0,0,80.638941,7.307174,510.6944598,3,3040.53,0,0,1,510.6944598,350.6944598,0,0,-5.587248658
179,0,0,80.61819,7.276917,534.0801331,3,5000,0,0,1,534.0801331,374.0801331,0,0,-5.883322388
131,0,0,80.6095,7.227228,623.2424064,3,918.265,0,0,1,623.2424064,463.2424064,0,0,-5.572154032
128,0,0,80.604335,7.346953,488.9167674,3,836.303,0.06,0,1,488.9167674,328.9167674,0.06,0,-5.549076085
150,0,0,80.598382,7.323601,543.6743735,3,2621.13,0.06,0,1,543.6743735,383.6743735,0.06,0,-5.707110265
144,0,0,80.479485,7.357063,287.9946826,3,827.999,0.09,0,1,287.9946826,127.9946826,0.09,0,-5.666426688
142,0,0,80.488802,7.34765,233.1205224,3,193.775,0.09,0,1,233.1205224,73.1205224,0.09,0,-5.65248918
131,2,2,80.441669,7.334775,214.0709868,3,256.706,0.09,0,1,214.0709868,54.0709868,0.09,0,-3.947390149
140,1,0,80.49602,7.328553,232.4505192,3,368.84,0.09,0,1,232.4505192,72.45051923,0.09,0,-4.532599493
137,1,0,80.537997,7.321602,429.1981905,3,501.1790495,0.09,0,1,429.1981905,269.1981905,0.09,0,-4.510859507
142,0,0,80.497729,7.293668,575.5350047,3,1009.05,0.06,0,1,575.5350047,415.5350047,0.06,0,-5.65248918
161,0,0,80.522335,7.277018,529.4654745,3,1684.09,0.06,0,1,529.4654745,369.4654745,0.06,0,-5.777652323
141,0,0,80.549703,7.280647,534.7101862,3,3301.58,0.06,0,1,534.7101862,374.7101862,0.06,0,-5.645446898
131,0,0,80.531317,7.264922,524.0587512,3,2901.95,0.06,0,1,524.0587512,364.0587512,0.06,0,-5.572154032
134,0,0,80.569432,7.268814,522.4590859,3,2616.282935,0.06,0,1,522.4590859,362.4590859,0.06,0,-5.59471138
124,0,0,80.557086,7.248435,534.0691394,3,1735.13,0.05,0,1,534.0691394,374.0691394,0.05,0,-5.517452896
138,0,0,80.576251,7.246407,533.3833318,3,1951.4,0.05,0,1,533.3833318,373.3833318,0.05,0,-5.624017506
159,0,0,80.565799,7.226323,546.3215701,3,738.929,0.05,0,1,546.3215701,386.3215701,0.05,0,-5.765191103
164,0,0,80.587842,7.212436,504.6145311,3,1974.05,0.05,0,1,504.6145311,344.6145311,0.05,0,-5.796057751
144,0,0,80.547806,7.195731,614.4059963,3,981.852,0.05,0,1,614.4059963,454.4059963,0.05,0,-5.666426688
164,0,0,80.587107,7.20397,507.9731536,3,1994.437681,0.05,0,1,507.9731536,347.9731536,0.05,0,-5.796057751
143,0,0,80.555584,7.193066,589.0572765,3,1509.55,0.05,0,1,589.0572765,429.0572765,0.05,0,-5.659482216
163,0,0,80.622045,7.170756,731.3745734,3,639.67,0.1,0,1,731.3745734,571.3745734,0.1,0.01,-5.789960171
145,0,0,80.677769,7.116407,1198.499705,3,51.708,0.1,0,1,1198.499705,1038.499705,0.1,0.01,-5.673323267
148,0,0,80.654683,7.256245,637.3556587,3,1570.48,0.2,0,1,637.3556587,477.3556587,0.2,0.11,-5.693732139
137,2,0,80.700287,7.250158,562.1374519,3,536.606,0.2,0,1,562.1374519,402.1374519,0.2,0.11,-3.992680908
153,0,0,80.653986,7.213938,924.6218213,3,357.007,0.17,0,1,924.6218213,764.6218213,0.17,0.08,-5.726847748
130,0,0,80.581737,7.186784,542.8658755,3,1023.86,0.06,0,1,542.8658755,382.8658755,0.06,0,-5.564520407
132,0,0,80.561331,7.154961,500.2251077,3,1960.91,0.04,0,1,500.2251077,340.2251077,0.04,0,-5.579729826
144,0,0,80.567944,7.125704,567.8849745,3,1376.69,0.04,0,1,567.8849745,407.8849745,0.04,0,-5.666426688
147,1,1,80.550971,7.097532,696.1762801,3,951.528,0.04,0,1,696.1762801,536.1762801,0.04,0,-4.58156032
148,0,0,80.51503,7.093957,795.0296542,3,406.074,0.04,0,1,795.0296542,635.0296542,0.04,0,-5.693732139
138,0,0,80.64072,7.721551,437.1351616,2,174.083,0.28,1,0,437.1351616,277.1351616,0.28,0.19,-5.624017506
134,2,1,80.767421,7.636537,187.1149951,2,41.428,0.28,1,0,187.1149951,27.11499509,0.28,0.19,-3.970291914
142,1,0,80.591425,7.654947,433.3128713,2,576.903,0.24,1,0,433.3128713,273.3128713,0.24,0.15,-4.546834609
115,0,0,80.607193,7.581947,419.3548353,2,1050.64,0.18,1,0,419.3548353,259.3548353,0.18,0.09,-5.442417711
124,1,1,80.602518,7.583024,415.9951285,2,967.08,0.18,1,0,415.9951285,255.9951285,0.18,0.09,-4.410776048
104,1,0,80.598375,7.554257,445.55744,2,1202.7,0.18,1,0,445.55744,285.55744,0.18,0.09,-4.234106505
127,1,0,80.572566,7.516931,560.5476608,3,1629.67,0.18,0,1,560.5476608,400.5476608,0.18,0.09,-4.4347772
145,0,0,80.612873,7.494417,745.5536607,3,185.68,0.05,0,1,745.5536607,585.5536607,0.05,0,-5.673323267
134,0,0,80.660056,7.528897,369.4660843,3,1026.69,0.27,0,1,369.4660843,209.4660843,0.27,0.18,-5.59471138
135,0,0,80.928565,7.627921,98.94284754,1,726.723,0.54,0,0,98.94284754,0,0.54,0.45,-5.602118821
146,0,0,80.942752,7.577151,90.63878529,1,186.225,0.54,0,0,90.63878529,0,0.54,0.45,-5.680172609
144,0,0,80.958715,7.498403,83.87057134,1,25.991,0.54,0,0,83.87057134,0,0.54,0.45,-5.666426688
150,1,0,80.666386,7.466995,543.2256524,3,596.567,0.19,0,1,543.2256524,383.2256524,0.19,0.1,-4.601831285
158,0,0,80.644721,7.437952,382.6976406,3,835.712,0.120427279,0,1,382.6976406,222.6976406,0.120427279,0.030427279,-5.758901774
158,0,0,80.590043,7.463592,568.4844283,3,1504.5,0.05,0,1,568.4844283,408.4844283,0.05,0,-5.758901774
174,0,0,80.653587,7.423307,428.3239751,3,647.068,0.05,0,1,428.3239751,268.3239751,0.05,0,-5.855071922
126,0,0,80.781495,7.072524,1008.964998,3,1374.151144,0.47,0,1,1008.964998,848.9649979,0.47,0.38,-5.533389489
144,0,0,80.787538,7.083736,957.8844908,3,669.05,0.47,0,1,957.8844908,797.8844908,0.47,0.38,-5.666426688
141,0,0,80.79911,7.068465,1124.22079,3,941.2799101,0.47,0,1,1124.22079,964.2207898,0.47,0.38,-5.645446898
140,0,0,80.812813,7.061023,1426.566886,3,43.925,0.47,0,1,1426.566886,1266.566886,0.47,0.38,-5.638354669
151,0,0,80.760346,7.033269,1738.516061,3,73.984,0.47,0,1,1738.516061,1578.516061,0.47,0.38,-5.713732806
135,1,0,80.907889,7.131085,929.6547867,3,381.517,0.26,0,1,929.6547867,769.6547867,0.26,0.17,-4.496099091
125,1,1,80.930955,7.082803,632.7409687,3,113.842,0.26,0,1,632.7409687,472.7409687,0.26,0.17,-4.418840608
116,3,1,80.917191,7.075721,897.1724446,3,567.775,0.26,0,1,897.1724446,737.1724446,0.26,0.17,-3.479039868
127,0,0,80.891132,7.082145,1080.987965,3,342.953,0.26,0,1,1080.987965,920.9879654,0.26,0.17,-5.541263545
110,0,0,80.832157,7.037455,1794.315197,3,554.846,0.26,0,1,1794.315197,1634.315197,0.26,0.17,-5.398162702
125,1,0,80.895754,7.071652,874.4213833,3,2404.57,0.26,0,1,874.4213833,714.4213833,0.26,0.17,-4.418840608
108,0,0,80.900454,7.04438,979.4069928,3,773.962,0.26,0,1,979.4069928,819.4069928,0.26,0.17,-5.379897354
151,0,0,80.781816,6.974156,1958.6606,3,781.3,0.09,0,1,1958.6606,1798.6606,0.09,0,-5.713732806
131,0,0,80.751111,6.983005,2024.145303,3,764.4997214,0.09,0,1,2024.145303,1864.145303,0.09,0,-5.572154032
148,0,0,80.501331,7.010601,645.6166455,3,241.848,0.05,0,1,645.6166455,485.6166455,0.05,0,-5.693732139
129,1,0,80.451713,6.924504,636.4321078,3,266.03,0.05,0,1,636.4321078,476.4321078,0.05,0,-4.450463796
120,0,0,80.476545,6.915254,566.6496316,3,355.556,0.05,0,1,566.6496316,406.6496316,0.05,0,-5.484796933
126,0,0,80.51303,6.935797,998.1956641,3,196.068255,0.05,0,1,998.1956641,838.1956641,0.05,0,-5.533389489
116,0,0,80.527395,6.865897,1056.188205,3,50.732,0.05,0,1,1056.188205,896.1882053,0.05,0,-5.451038454
136,0,0,80.330651,6.27924,160.8181437,3,265.568,0.22,0,1,160.8181437,0.81814368,0.22,0.13,-5.609471795
150,1,0,80.354742,6.244762,296.027418,3,75.924,0.22,0,1,296.027418,136.027418,0.22,0.13,-4.601831285
152,1,0,80.348103,6.400557,191.5744865,3,206.416,0.26,0,1,191.5744865,31.57448651,0.26,0.17,-4.615120517
157,4,1,80.404401,6.385722,231.1701616,3,175.195,0.26,0,1,231.1701616,71.17016158,0.26,0.17,-3.52962317
152,0,0,80.358077,6.391343,162.4985284,3,258.679,0.26,0,1,162.4985284,2.498528386,0.26,0.17,-5.720311777
132,0,0,80.331466,6.381726,147.5550033,3,512.025,0.26,0,1,147.5550033,0,0.26,0.17,-5.579729826
158,1,0,80.37277,6.366892,120.4452819,3,430.203,0.26,0,1,120.4452819,0,0.26,0.17,-4.65396035
144,0,0,80.357028,6.353527,106.3572146,3,240.663,0.26,0,1,106.3572146,0,0.26,0.17,-5.666426688
151,0,0,80.408028,6.340559,238.5221962,3,186.357,0.26,0,1,238.5221962,78.52219624,0.26,0.17,-5.713732806
153,1,0,80.277106,6.234815,23.29107192,3,305.209,0.11,0,1,23.29107192,0,0.11,0.02,-4.621699488
137,2,0,80.282201,6.209044,26.13218431,3,449.961,0.11,0,1,26.13218431,0,0.11,0.02,-3.992680908
142,2,0,80.154016,6.152969,17.16439846,3,716.4738674,0.06,0,1,17.16439846,0,0.06,0,-4.028916757
141,0,0,80.15137,6.143526,17.46887629,3,1967.05,0.09,0,1,17.46887629,0,0.09,0,-5.645446898
139,0,0,80.190871,6.123315,10.89535817,3,467.33,0.09,0,1,10.89535817,0,0.09,0,-5.631211782
150,0,0,80.197387,6.133212,13.90453064,3,435.933,0.09,0,1,13.90453064,0,0.09,0,-5.707110265
152,1,0,80.270955,6.109816,54.85652262,3,860.949,0.09,0,1,54.85652262,0,0.09,0,-4.615120517
158,1,0,80.267051,6.091442,50.5636679,3,483.498,0.09,0,1,50.5636679,0,0.09,0,-4.65396035
158,2,0,80.234329,6.207322,15.59140065,3,428.425,0.07,0,1,15.59140065,0,0.07,0,-4.136765278
144,1,0,80.133821,6.236465,27.75326998,3,788.53,0.02,0,1,27.75326998,0,0.02,0,-4.560869927
148,0,0,80.095507,6.187895,14.76775329,3,597.289,0.02,0,1,14.76775329,0,0.02,0,-5.693732139
315,1,0,80.135948,6.187609,20.95129592,3,565.61,0.06,0,1,20.95129592,0,0.06,0,-5.345518968
147,0,0,80.057742,6.221134,10.09712071,3,2014.364764,0.01,0,1,10.09712071,0,0.01,0,-5.686975356
162,0,0,80.108439,6.152262,11.42378884,3,678.497,0.01,0,1,11.42378884,0,0.01,0,-5.783825182
166,0,0,80.215804,6.047279,17.86948785,3,5000,0.01,0,1,17.86948785,0,0.01,0,-5.80814249
154,0,0,80.2301,6.043372,10.21316096,3,1676.53,0.01,0,1,10.21316096,0,0.01,0,-5.733341277
142,0,0,80.217342,6.037578,12.20281172,3,2389.34,0.01,0,1,12.20281172,0,0.01,0,-5.65248918
171,0,0,80.242491,6.02891,9.004748192,3,2873.64,0.009552586,0,1,9.004748192,0,0.009552586,0,-5.837730447
147,0,0,80.215879,6.098619,7.491519272,3,590.699,0.01,0,1,7.491519272,0,0.01,0,-5.686975356
167,0,0,80.228396,6.078287,15.61882408,3,2891.88,0.01,0,1,15.61882408,0,0.01,0,-5.814130532
147,0,0,80.266182,6.072874,27.77112444,3,911.787,0.03,0,1,27.77112444,0,0.03,0,-5.686975356
145,0,0,80.250785,6.046647,13.43333769,3,1813.69,0.03,0,1,13.43333769,0,0.03,0,-5.673323267
146,2,0,80.351372,6.12134,39.05237146,3,511.578,0.22,0,1,39.05237146,0,0.22,0.13,-4.056988776
147,0,0,80.403104,6.112297,89.76951142,3,193.5799423,0.22,0,1,89.76951142,0,0.22,0.13,-5.686975356
149,1,0,80.31985,6.044425,38.831508,3,1783.06,0.09,0,1,38.831508,0,0.09,0,-4.59511985
139,0,0,80.3465,6.045604,67.3222272,3,172.257,0.09,0,1,67.3222272,0,0.09,0,-5.631211782
168,0,0,80.345118,6.017653,18.09159966,3,805.691,0.09,0,1,18.09159966,0,0.09,0,-5.82008293
150,0,0,80.405584,6.026993,15.25001501,3,493.246,0.09,0,1,15.25001501,0,0.09,0,-5.707110265
143,0,0,80.400837,6.015248,15.92367015,3,904.958,0.09,0,1,15.92367015,0,0.09,0,-5.659482216
157,2,2,80.384705,6.011425,20.9633996,3,663.033,0.09,0,1,20.9633996,0,0.09,0,-4.130355
148,1,0,80.349264,6.011311,13.83929551,3,964.561,0.09,0,1,13.83929551,0,0.09,0,-4.588363068
165,0,0,80.24935,6.009564,30.578,3,1001.51,0.0009069,0,1,30.578,0,0.0009069,0,-5.802118375
144,2,1,80.368232,5.993155,19.01858579,3,995.458,0.01,0,1,19.01858579,0,0.01,0,-4.043051268
165,0,0,80.376824,5.975201,11.4107843,3,1310.61,0.01,0,1,11.4107843,0,0.01,0,-5.802118375
177,1,0,80.634352,6.126417,117.6011829,3,300.358,0.23,0,1,117.6011829,0,0.23,0.14,-4.767855768
154,0,0,80.481811,6.121712,26.81560399,3,3046.1,0.11,0,1,26.81560399,0,0.11,0.02,-5.733341277
139,0,0,80.481316,6.107741,15.80308228,3,1683.12,0.11,0,1,15.80308228,0,0.11,0.02,-5.631211782
154,4,1,80.448602,6.100912,126.4206376,3,230.602,0.2,0,1,126.4206376,0,0.2,0.11,-3.509885687
153,1,1,80.450954,6.085845,185.3613212,3,298.644,0.2,0,1,185.3613212,25.36132117,0.2,0.11,-4.621699488
139,4,0,80.446199,6.05808,113.7838995,3,910.099,0.2,0,1,113.7838995,0,0.2,0.11,-3.404894244
167,2,0,80.392923,6.006234,17.77095459,3,613.897,0.09,0,1,17.77095459,0,0.09,0,-4.192680463
140,2,0,80.501126,6.055349,20.02766238,3,750.487,0.09,0,1,20.02766238,0,0.09,0,-4.014579594
141,0,0,80.505765,6.018424,16.74386502,3,2227.23,0.09,0,1,16.74386502,0,0.09,0,-5.645446898
141,0,0,80.510058,6.010854,26.87073261,3,729.7,0.09,0,1,26.87073261,0,0.09,0,-5.645446898
173,2,0,80.564688,6.071126,21.33205446,3,566.179,0.09,0,1,21.33205446,0,0.09,0,-4.228292535
173,0,0,80.577626,6.067793,26.97956381,3,509.729,0.09,0,1,26.97956381,0,0.09,0,-5.84932478
162,2,0,80.566587,6.051604,27.3311012,3,1324.56,0.09,0,1,27.3311012,0,0.09,0,-4.162003211
154,3,1,80.548186,6.046698,34.63913238,3,524.511,0.09,0,1,34.63913238,0,0.09,0,-3.767822656
136,0,0,80.625884,6.073892,93.43902638,3,404.275,0.16,0,1,93.43902638,0,0.16,0.07,-5.609471795
154,1,0,80.660786,6.056703,92.05619564,3,617.436,0.11,0,1,92.05619564,0,0.11,0.02,-4.628235459
162,1,0,80.617702,6.034915,55.98059925,3,569.3956397,0.11,0,1,55.98059925,0,0.11,0.02,-4.679040035
165,1,0,80.651503,6.034142,111.7100837,3,151.364,0.11,0,1,111.7100837,0,0.11,0.02,-4.697445462
