n_sampled,n_bitten,n_envenom,cluster_long,cluster_lat,elevation,climate,popden,occupation,climate2,climate3,elevation1,elevation2,occupation1,occupation2,sb_logit_p
127,0,0,80.51789,5.984789,9.024496976,3,862.324,0.1,0,1,9.024496976,0,0.1,0.01,-5.541263545
167,4,0,80.467254,5.976347,13.24932568,3,5000,0.058237245,0,1,13.24932568,0,0.058237245,0,-3.592735594
167,0,0,80.446546,5.969416,10.38396428,3,3646.018867,0.005077406,0,1,10.38396428,0,0.005077406,0,-5.814130532
149,0,0,80.611531,5.977286,60.98219379,3,931.166,0.01,0,1,60.98219379,0,0.01,0,-5.700443573
177,0,0,80.508844,5.973967,8.965943731,3,1408.04,0.01,0,1,8.965943731,0,0.01,0,-5.872117789
150,0,0,80.544062,5.949863,9.186668973,3,2436.12,0.01,0,1,9.186668973,0,0.01,0,-5.707110265
161,0,0,80.5349,5.947323,10.624,3,4234.75,0.01,0,1,10.624,0,0.01,0,-5.777652323
146,0,0,80.541844,5.943622,8.95744,3,2278.122895,0.01,0,1,8.95744,0,0.01,0,-5.680172609
154,0,0,80.55176,5.945654,8.7112,3,4403.9,0.01,0,1,8.7112,0,0.01,0,-5.733341277
167,0,0,80.603159,5.962344,27.28530204,3,1458.98,0.06,0,1,27.28530204,0,0.06,0,-5.814130532
171,1,0,80.699035,5.971043,19.58426706,3,3287.89,0.03,0,1,19.58426706,0,0.03,0,-4.733270189
157,0,0,80.637456,5.948164,8.801230131,3,4877.504196,0.03,0,1,8.801230131,0,0.03,0,-5.752572639
143,1,1,81.058527,6.152907,14.71600112,1,275.395,0.19,0,0,14.71600112,0,0.19,0.1,-4.553876892
154,0,0,81.049651,6.114503,6.24658117,1,615.363,0.19,0,0,6.24658117,0,0.19,0.1,-5.733341277
138,0,0,80.9153,6.18734,24.3003904,1,364.09,0.29,0,0,24.3003904,0,0.29,0.2,-5.624017506
150,2,1,80.997237,6.183178,17.28896,1,726.389,0.29,0,0,17.28896,0,0.29,0.2,-4.084294226
151,0,0,80.9218,6.130406,23.90602848,1,215.679,0.29,0,0,23.90602848,0,0.29,0.2,-5.713732806
147,0,0,81.015158,6.127851,9.214637405,1,882.758,0.29,0,0,9.214637405,0,0.29,0.2,-5.686975356
161,0,0,80.861375,6.259396,70.011056,1,301.818,0.33,0,0,70.011056,0,0.33,0.24,-5.777652323
153,0,0,80.746736,6.211367,102.3799025,2,482.667,0.25,1,0,102.3799025,0,0.25,0.16,-5.726847748
161,0,0,80.805099,6.182323,57.62956701,1,1674.53,0.25,0,0,57.62956701,0,0.25,0.16,-5.777652323
151,1,1,80.738811,6.181942,62.61236918,2,104.578,0.25,1,0,62.61236918,0,0.25,0.16,-4.608497976
146,0,0,80.751338,6.179958,53.98077422,2,195.406,0.25,1,0,53.98077422,0,0.25,0.16,-5.680172609
140,2,0,80.726486,6.160036,57.90973658,2,378.425,0.25,1,0,57.90973658,0,0.25,0.16,-4.014579594
142,1,0,80.777334,6.257831,159.7248168,1,354.295,0.27,0,0,159.7248168,0,0.27,0.18,-4.546834609
136,1,0,80.676908,6.143079,102.3781297,3,455.216,0.15,0,1,102.3781297,0,0.15,0.06,-4.503506532
153,0,0,80.650549,6.137734,94.93623964,3,466.688,0.15,0,1,94.93623964,0,0.15,0.06,-5.726847748
158,0,0,80.685678,6.146118,69.57853126,3,628.031,0.15,0,1,69.57853126,0,0.15,0.06,-5.758901774
135,1,1,80.707879,6.148008,82.94381508,3,603.114,0.15,0,1,82.94381508,0,0.15,0.06,-4.496099091
133,0,0,80.685831,6.090495,114.6995036,3,546.023,0.11,0,1,114.6995036,0,0.11,0.02,-5.587248658
149,0,0,80.666272,6.036402,125.7043568,3,295.667,0.11,0,1,125.7043568,0,0.11,0.02,-5.700443573
142,1,0,80.724265,6.046739,58.76813018,2,410.528,0.11,1,0,58.76813018,0,0.11,0.02,-4.546834609
153,0,0,80.819685,6.102085,33.77933464,1,252.542,0.15,0,0,33.77933464,0,0.15,0.06,-5.726847748
133,0,0,80.783919,6.016022,21.08532197,2,1889.32,0.15,1,0,21.08532197,0,0.15,0.06,-5.587248658
141,0,0,79.967076,9.79783,9,1,482.61,0.07,0,0,9,0,0.07,0,-5.645446898
87,0,0,79.99428,9.788565,10.6272,1,2106.68,0.07,0,0,10.6272,0,0.07,0,-5.164785974
125,0,0,80.017532,9.758266,6.897524864,1,25.128,0.27,0,0,6.897524864,0,0.27,0.18,-5.525452939
126,0,0,80.029285,9.760999,10.63067541,1,2216.44,0.27,0,0,10.63067541,0,0.27,0.18,-5.533389489
88,0,0,80.008379,9.77729,10.6083541,1,1532.41,0.27,0,0,10.6083541,0,0.27,0.18,-5.176149733
94,0,0,80.00912,9.788369,10.93516806,1,366.356,0.27,0,0,10.93516806,0,0.27,0.18,-5.241747015
180,0,0,80.004067,9.726874,10.54694956,1,4365.35,0.14,0,0,10.54694956,0,0.14,0.05,-5.888877958
224,0,0,80.030253,9.73921,9.717939744,1,949.19,0.14,0,0,9.717939744,0,0.14,0.05,-6.107022888
159,0,0,80.017563,9.750315,6.954068464,1,1053.47,0.14,0,0,6.954068464,0,0.14,0.05,-5.765191103
166,0,0,80.033935,9.762849,10.53552374,1,2961.29,0.14,0,0,10.53552374,0,0.14,0.05,-5.80814249
186,0,0,80.064996,9.763679,9.738311731,1,606.025,0.14,0,0,9.738311731,0,0.14,0.05,-5.92157842
173,2,1,80.074621,9.754705,9.574841992,1,349.14,0.14,0,0,9.574841992,0,0.14,0.05,-4.228292535
176,0,0,80.051915,9.67402,4.47207552,1,791.41,0.26,0,0,4.47207552,0,0.26,0.17,-5.866468057
212,0,0,80.071026,9.708329,7.905464045,1,1181.45,0.26,0,0,7.905464045,0,0.26,0.17,-6.052089169
143,1,1,80.035346,9.716126,10.19430982,1,452.153,0.26,0,0,10.19430982,0,0.26,0.17,-4.553876892
178,0,0,80.111633,9.713564,3,1,246.0705685,0.26,0,0,3,0,0.26,0.17,-5.877735782
203,1,1,80.070128,9.74133,8.37496,1,849.909,0.26,0,0,8.37496,0,0.26,0.17,-4.905274778
175,0,0,80.121486,9.798728,5.04641047,1,1353.3,0.26,0,0,5.04641047,0,0.26,0.17,-5.860786223
221,0,0,80.156605,9.810173,7.647174376,1,1780.34,0.12,0,0,7.647174376,0,0.12,0.03,-6.09356977
140,0,0,80.161798,9.816422,8.840700141,1,1390.04,0.12,0,0,8.840700141,0,0.12,0.03,-5.638354669
124,0,0,80.174584,9.804746,13.14695044,1,1596.38,0.12,0,0,13.14695044,0,0.12,0.03,-5.517452896
206,0,0,80.183074,9.809724,15.84444669,1,5000,0.12,0,0,15.84444669,0,0.12,0.03,-6.023447593
155,0,0,80.184666,9.801857,12.23704972,1,915.765,0.12,0,0,12.23704972,0,0.12,0.03,-5.739792912
110,0,0,80.201512,9.775938,5.087114432,1,1023.84,0.12,0,0,5.087114432,0,0.12,0.03,-5.398162702
115,1,1,80.208637,9.801171,8.520958902,1,1870.34,0.12,0,0,8.520958902,0,0.12,0.03,-4.335109715
170,1,1,80.28053,9.762814,4,1,1912.27,0.07,0,0,4,0,0.07,0,-4.727387819
145,0,0,80.416218,9.604578,6.90295017,1,161.346,0.07,0,0,6.90295017,0,0.07,0,-5.673323267
194,0,0,80.211964,9.828936,11.92310113,1,1630.5,0.07,0,0,11.92310113,0,0.07,0,-5.963579344
169,0,0,80.237019,9.809276,12.08793071,1,1604.53,0.07,0,0,12.08793071,0,0.07,0,-5.826000107
184,0,0,80.221397,9.809436,11.59692,1,2143.79,0.12,0,0,11.59692,0,0.12,0.03,-5.910796644
191,1,1,80.222928,9.80261,9.344251904,1,5000,0.113688766,0,0,9.344251904,0,0.113688766,0.023688766,-4.844187086
176,1,1,80.097708,9.684765,9.106704384,1,2874.67,0.21,0,0,9.106704384,0,0.21,0.12,-4.762173935
169,1,1,80.097327,9.671188,5.804131546,1,318.791,0.21,0,0,5.804131546,0,0.21,0.12,-4.721470642
172,2,2,80.135988,9.636776,3.402469478,1,223.821,0.21,0,0,3.402469478,0,0.21,0.12,-4.222444565
178,0,0,80.128769,9.679451,9.563192826,1,451.821,0.21,0,0,9.563192826,0,0.21,0.12,-5.877735782
154,0,0,80.202035,9.680175,10.3906,1,762.399,0.21,0,0,10.3906,0,0.21,0.12,-5.733341277
160,1,1,80.270147,9.678534,8.16472,1,42.77,0.21,0,0,8.16472,0,0.21,0.12,-4.666578814
185,2,2,80.260059,9.697731,4.678648773,1,93.072,0.21,0,0,4.678648773,0,0.21,0.12,-4.295923936
184,1,1,80.188,9.69864,7.376,1,505.624,0.21,0,0,7.376,0,0.21,0.12,-4.806749559
204,0,0,80.188907,9.711172,4.16884,1,186.341,0.21,0,0,4.16884,0,0.21,0.12,-6.013715156
146,0,0,80.03611,9.668544,9.924846592,1,3082.77,0.02,0,0,9.924846592,0,0.02,0,-5.680172609
141,0,0,80.008116,9.683335,8.3696,1,4745.28,0.02,0,0,8.3696,0,0.02,0,-5.645446898
142,0,0,80.015597,9.675089,10.02136,1,4672.21,0.02,0,0,10.02136,0,0.02,0,-5.65248918
139,1,0,80.037037,9.675928,9.94444,1,3082.77,0.02,0,0,9.94444,0,0.02,0,-4.525405218
130,0,0,80.030448,9.684978,11.03138785,1,5000,0.02,0,0,11.03138785,0,0.02,0,-5.564520407
137,0,0,80.03322,9.68162,10.08320768,1,5000,0.02,0,0,10.08320768,0,0.02,0,-5.616771098
130,0,0,80.027224,9.712525,12.23312,1,3670.38,0.02,0,0,12.23312,0,0.02,0,-5.564520407
144,0,0,80.025972,9.695672,11.39529815,1,1804.66,0.02,0,0,11.39529815,0,0.02,0,-5.666426688
144,0,0,80.009921,9.70153,11.37412,1,2872.77,0.02,0,0,11.37412,0,0.02,0,-5.666426688
172,0,0,80.049319,9.651532,6.060860429,1,1479.04,0,0,0,6.060860429,0,0,0,-5.843544417
118,0,0,80.02229,9.656218,7.84192,1,5000,0,0,0,7.84192,0,0,0,-5.468060141
140,1,0,80.004337,9.676075,6.08703352,1,3656.29,0,0,0,6.08703352,0,0,0,-4.532599493
204,0,0,79.89641,9.625691,8.326113552,1,370.006,0.18,0,0,8.326113552,0,0.18,0.09,-6.013715156
81,1,1,79.851791,9.590182,5.209579706,1,166.697,0.18,0,0,5.209579706,0,0.18,0.09,-3.982792076
173,0,0,79.82347,9.577249,7.072809968,1,426.39,0.18,0,0,7.072809968,0,0.18,0.09,-5.84932478
113,0,0,79.955845,8.793691,7.608104088,1,20.074,0.32,0,0,7.608104088,0,0.32,0.23,-5.424950017
177,0,0,80.001456,8.743329,22.95594056,1,14.697,0.32,0,0,22.95594056,0,0.32,0.23,-5.872117789
97,0,0,80.503046,8.670997,91.41672475,1,185.951,0.2,0,0,91.41672475,0,0.2,0.11,-5.272999559
123,0,0,80.380824,8.712616,66.67468636,1,173.721,0.2,0,0,66.67468636,0,0.2,0.11,-5.509388337
175,0,0,80.503822,8.797919,88.40529474,1,46.764,0.16,0,0,88.40529474,0,0.16,0.07,-5.860786223
160,0,0,80.483651,8.757486,98.74648792,1,198.973,0.16,0,0,98.74648792,0,0.16,0.07,-5.771441123
192,0,0,80.455959,8.777711,96.48913087,1,53.286,0.16,0,0,96.48913087,0,0.16,0.07,-5.953243334
171,3,3,80.361136,8.582391,74.30506041,1,95.309,0.2,0,0,74.30506041,0,0.2,0.11,-3.874172781
175,0,0,80.459551,8.72539,85.28593842,1,550.373,0.16,0,0,85.28593842,0,0.16,0.07,-5.860786223
159,0,0,80.506756,8.732733,97.91214427,1,3271.79,0.16,0,0,97.91214427,0,0.16,0.07,-5.765191103
191,1,1,80.522974,8.732173,103.6959119,1,62.91731294,0.16,0,0,103.6959119,0,0.16,0.07,-4.844187086
175,0,0,80.401636,8.862728,78.44937211,1,5.491,0.16,0,0,78.44937211,0,0.16,0.07,-5.860786223
157,1,1,80.323498,8.802841,88.28276226,1,32.834,0.16,0,0,88.28276226,0,0.16,0.07,-4.647590902
129,1,1,80.549745,8.882681,105.5543432,1,263.952,0.16,0,0,105.5543432,0,0.16,0.07,-4.450463796
133,0,0,80.370357,8.717432,72.60990085,1,252.196,0.39,0,0,72.60990085,0,0.39,0.3,-5.587248658
20,0,0,80.199565,8.747321,35.43116,1,59.467,0.39,0,0,35.43116,0,0.39,0.3,-3.713572067
103,0,0,80.35268,9.367257,26.38558787,1,405.146,0.27,0,0,26.38558787,0,0.27,0.18,-5.332718793
146,0,0,81.545241,7.845986,7.877462186,1,1072.91,0.38,0,0,7.877462186,0,0.38,0.29,-5.680172609
173,0,0,81.564909,7.810173,7.869938894,1,1532.06,0.24,0,0,7.869938894,0,0.24,0.15,-5.84932478
145,1,0,81.586295,7.796774,9.565727344,1,711.9893611,0.24,0,0,9.565727344,0,0.24,0.15,-4.567814399
174,1,1,81.577753,7.803274,9.096952653,1,2728.63,0.24,0,0,9.096952653,0,0.24,0.15,-4.750712491
152,2,1,81.539299,7.793328,6.08476,1,271.291,0.24,0,0,6.08476,0,0.24,0.15,-4.097672352
159,0,0,81.625127,7.803251,6.511890858,1,161.31,0.24,0,0,6.511890858,0,0.24,0.15,-5.765191103
156,0,0,81.644682,7.762537,7.00061343,1,673.5869678,0.24,0,0,7.00061343,0,0.24,0.15,-5.746203191
194,2,2,81.595857,7.770982,4.09204,1,586.1415314,0.24,0,0,4.09204,0,0.24,0.15,-4.343805422
147,2,1,81.497668,7.685493,25.40103333,1,98.825,0.24,0,0,25.40103333,0,0.24,0.15,-4.063885355
168,0,0,81.472242,7.563296,62.88623959,1,41.707,0.24,0,0,62.88623959,0,0.24,0.15,-5.82008293
143,0,0,81.616126,7.765294,5.025265933,1,3917.043015,0,0,0,5.025265933,0,0,0,-5.659482216
139,0,0,81.689546,7.741019,7.3322,1,3108.633122,0.02,0,0,7.3322,0,0.02,0,-5.631211782
172,0,0,81.674625,7.737282,8.545,1,1455.47,0.02,0,0,8.545,0,0.02,0,-5.843544417
171,7,7,81.593562,7.585497,42.37065756,1,22.782,0.46,0,0,42.37065756,0,0.46,0.37,-3.08800755
167,0,0,81.722949,7.682245,5.713797096,1,5000,0.01,0,0,5.713797096,0,0.01,0,-5.814130532
172,0,0,81.724868,7.675459,5.001024934,1,5000,0.01,0,0,5.001024934,0,0.01,0,-5.843544417
129,0,0,81.729709,7.672024,8.189362739,1,5000,0.05,0,0,8.189362739,0,0.05,0,-5.556828062
146,0,0,81.739645,7.673249,8.087150224,1,720.789,0.05,0,0,8.087150224,0,0.05,0,-5.680172609
157,0,0,81.701992,7.623174,5.15420311,1,1041.09,0.48,0,0,5.15420311,0,0.48,0.39,-5.752572639
157,0,0,81.708546,7.607018,4.359623846,1,799.019,0.266935014,0,0,4.359623846,0,0.266935014,0.176935014,-5.752572639
181,1,1,81.745232,7.581808,9.123183667,1,811.347,0.48,0,0,9.123183667,0,0.48,0.39,-4.79026567
177,2,2,81.728423,7.570826,9.266918531,1,423.289,0.48,0,0,9.266918531,0,0.48,0.39,-4.251348311
150,0,0,81.659171,7.569668,19.17566328,1,53.931,0.48,0,0,19.17566328,0,0.48,0.39,-5.707110265
177,1,1,81.578344,7.533092,66.71751572,1,41.39975707,0.48,0,0,66.71751572,0,0.48,0.39,-4.767855768
148,7,6,81.649775,7.543008,24.52581184,1,137.849,0.6,0,0,24.52581184,0,0.6,0.51,-2.937396697
143,0,0,81.765361,7.547912,5.149557741,1,685.456,0.6,0,0,5.149557741,0,0.6,0.51,-5.659482216
162,0,0,81.715041,7.538161,19.19381127,1,141.5544734,0.6,0,0,19.19381127,0,0.6,0.51,-5.783825182
173,1,1,81.763896,7.536929,5.406313882,1,1711.473182,0.6,0,0,5.406313882,0,0.6,0.51,-4.744932128
161,1,0,81.707453,7.452061,10.51022065,1,262.665,0.6,0,0,10.51022065,0,0.6,0.51,-4.672828834
167,0,0,81.775911,7.593911,6.819755875,1,183.571,0.23,0,0,6.819755875,0,0.23,0.14,-5.814130532
184,2,1,81.79086,7.520336,8.987491072,1,1396.48,0.23,0,0,8.987491072,0,0.23,0.14,-4.290459441
41,0,0,81.637802,7.348002,41.69224,1,247.94,0.34,0,0,41.69224,0,0.34,0.25,-4.418840608
131,0,0,81.662868,7.311261,35.32872,1,284.81,0.21,0,0,35.32872,0,0.21,0.12,-5.572154032
130,0,0,81.671017,7.305737,36.22550104,1,502.235,0.21,0,0,36.22550104,0,0.21,0.12,-5.564520407
113,0,0,81.679132,7.297198,37.64051628,1,313.6676024,0.21,0,0,37.64051628,0,0.21,0.12,-5.424950017
13,0,0,81.67277,7.296349,34.80222274,1,2711.45,0.21,0,0,34.80222274,0,0.21,0.12,-3.295836866
142,1,0,81.799856,7.368047,11.96471774,1,5000,0.29,0,0,11.96471774,0,0.29,0.2,-4.546834609
157,0,0,81.843301,7.097384,4.82094599,1,4126.39,0.16,0,0,4.82094599,0,0.16,0.07,-5.752572639
163,0,0,81.781695,7.353727,21.03486215,1,2259.59,0.29,0,0,21.03486215,0,0.29,0.2,-5.789960171
177,0,0,81.791719,7.35068,20.35719203,1,959.344,0.29,0,0,20.35719203,0,0.29,0.2,-5.872117789
183,0,0,81.810459,7.355965,11.47293374,1,5000,0.29,0,0,11.47293374,0,0.29,0.2,-5.905361848
109,0,0,81.824319,7.418687,7.71123659,1,2814.27,0.04,0,0,7.71123659,0,0.04,0,-5.38907173
149,0,0,81.819805,7.416448,5.791068096,1,1491.18,0.04,0,0,5.791068096,0,0.04,0,-5.700443573
118,0,0,81.826503,7.416739,7.717903426,1,1955.62,0.04,0,0,7.717903426,0,0.04,0,-5.468060141
3,0,0,81.826969,7.413827,7.230344318,1,2417.876252,0.04,0,0,7.230344318,0,0.04,0,-1.945910149
160,0,0,81.810308,7.416252,5.165595648,1,5000,0.03,0,0,5.165595648,0,0.03,0,-5.771441123
189,0,0,81.830821,7.410081,7.267905542,1,2614.374497,0.04,0,0,7.267905542,0,0.04,0,-5.937536205
148,0,0,81.838519,7.393374,8.101076368,1,5000,0.07,0,0,8.101076368,0,0.07,0,-5.693732139
152,0,0,81.83645,7.392232,7.43413216,1,5000,0.07,0,0,7.43413216,0,0.07,0,-5.720311777
193,0,0,81.847429,7.356722,7.513453718,1,5000,0.14,0,0,7.513453718,0,0.14,0.05,-5.958424693
179,0,0,81.849232,7.348543,7.14084,1,5000,0.14,0,0,7.14084,0,0.14,0.05,-5.883322388
180,0,0,81.856761,7.344904,7.300558406,1,4845.015186,0.14,0,0,7.300558406,0,0.14,0.05,-5.888877958
148,0,0,81.854842,7.255369,5.95456,1,5000,0.18,0,0,5.95456,0,0.18,0.09,-5.693732139
145,0,0,81.856662,7.244651,7.997715453,1,5000,0.18,0,0,7.997715453,0,0.18,0.09,-5.673323267
134,2,2,81.722388,7.243361,22.30894862,1,220.1574931,0.2,0,0,22.30894862,0,0.2,0.11,-3.970291914
136,1,1,81.718483,7.236834,21.62072382,1,116.71,0.2,0,0,21.62072382,0,0.2,0.11,-4.503506532
148,0,0,81.839274,7.22127,5.042090176,1,5000,0.169122555,0,0,5.042090176,0,0.169122555,0.079122555,-5.693732139
158,0,0,81.842504,7.218779,6.952859341,1,5000,0.181642751,0,0,6.952859341,0,0.181642751,0.091642751,-5.758901774
130,0,0,81.852485,7.217515,8.6018,1,5000,0.23,0,0,8.6018,0,0.23,0.14,-5.564520407
161,0,0,81.842154,7.22236,6.587772928,1,5000,0.23,0,0,6.587772928,0,0.23,0.14,-5.777652323
115,3,3,81.665916,7.230725,29.1418048,1,61.802,0.32,0,0,29.1418048,0,0.32,0.23,-3.470190253
134,1,1,81.58577,7.218162,43.04027302,1,91.911,0.32,0,0,43.04027302,0,0.32,0.23,-4.48863637
131,0,0,81.564783,7.201184,68.43621932,1,132.851,0.32,0,0,68.43621932,0,0.32,0.23,-5.572154032
131,0,0,81.680014,7.153296,49.45363532,1,48.678,0.32,0,0,49.45363532,0,0.32,0.23,-5.572154032
173,1,0,81.660613,7.084807,70.61801635,1,101.965,0.32,0,0,70.61801635,0,0.32,0.23,-4.744932128
142,0,0,81.794756,7.376566,3.998002893,1,756.661,0.29,0,0,3.998002893,0,0.29,0.2,-5.65248918
149,0,0,81.831712,6.86946,6.08655744,1,5000,0.23,0,0,6.08655744,0,0.23,0.14,-5.700443573
142,0,0,81.802901,6.891568,5.714181741,1,259.83,0.23,0,0,5.714181741,0,0.23,0.14,-5.65248918
88,0,0,81.697275,6.991778,47.65862256,1,27.086,0.16,0,0,47.65862256,0,0.16,0.07,-5.176149733
37,0,0,81.696002,6.892234,30.46087176,1,42.717,0.26,0,0,30.46087176,0,0.26,0.17,-4.317488114
133,0,0,81.198969,8.587496,29.11350061,1,2047.58,0.05,0,0,29.11350061,0,0.05,0,-5.587248658
136,0,0,81.209491,8.598683,18.48759625,1,1381.56,0.05,0,0,18.48759625,0,0.05,0,-5.609471795
171,0,0,81.22517,8.586715,7.74191328,1,5000,0.05,0,0,7.74191328,0,0.05,0,-5.837730447
167,0,0,81.233222,8.567401,8.713797283,1,5000,0.05,0,0,8.713797283,0,0.05,0,-5.814130532
121,0,0,81.105182,8.48106,6.049995904,1,429.928,0.25,0,0,6.049995904,0,0.25,0.16,-5.493061443
147,0,0,81.043171,8.410844,32.70058826,1,1133.367177,0.19,0,0,32.70058826,0,0.19,0.1,-5.686975356
102,0,0,81.093085,8.385869,27.52822846,1,474.031,0.19,0,0,27.52822846,0,0.19,0.1,-5.323009979
102,0,0,81.064123,8.367045,27.59744,1,311.051,0.19,0,0,27.59744,0,0.19,0.1,-5.323009979
176,3,1,81.001242,8.292367,49.32563339,1,253.813,0.19,0,0,49.32563339,0,0.19,0.1,-3.903414631
150,1,0,81.062837,8.308348,39.94602413,1,14.92,0.19,0,0,39.94602413,0,0.19,0.1,-4.601831285
158,0,0,81.183124,8.490966,7.16816791,1,3112.282645,0.12,0,0,7.16816791,0,0.12,0.03,-5.758901774
133,0,0,81.181719,8.480526,5.519360394,1,5000,0.12,0,0,5.519360394,0,0.12,0.03,-5.587248658
188,0,0,81.177564,8.460907,4.229083891,1,399.049,0.12,0,0,4.229083891,0,0.12,0.03,-5.932245187
223,0,0,81.179635,8.488819,6.261784664,1,3381.25,0.12,0,0,6.261784664,0,0.12,0.03,-6.102558595
173,0,0,81.272652,8.44961,7,1,782.9986358,0.3,0,0,7,0,0.3,0.21,-5.84932478
187,1,0,81.266726,8.425421,8.116942083,1,1011.17,0.3,0,0,8.116942083,0,0.3,0.21,-4.822966131
85,0,0,81.263071,8.345975,11.00064484,1,257.963,0.44,0,0,11.00064484,0,0.44,0.35,-5.141663557
108,1,1,81.320367,8.393377,14.4814,1,112.855,0.44,0,0,14.4814,0,0.44,0.35,-4.272025739
150,0,0,81.293761,8.321222,16.35615531,1,65.017,0.44,0,0,16.35615531,0,0.44,0.35,-5.707110265
79,0,0,81.383272,8.285144,7.070640819,1,89.426,0.64,0,0,7.070640819,0,0.64,0.55,-5.068904202
132,0,0,81.397684,8.27013,8.574583552,1,113.353,0.64,0,0,8.574583552,0,0.64,0.55,-5.579729826
87,0,0,81.372513,8.385556,7.10933975,1,254.189,0.64,0,0,7.10933975,0,0.64,0.55,-5.164785974
154,1,1,80.228212,7.854834,107.1669359,1,267.352943,0.23,0,0,107.1669359,0,0.23,0.14,-4.628235459
147,0,0,80.03026,7.82971,58.54030848,1,675.998,0.28,0,0,58.54030848,0,0.28,0.19,-5.686975356
142,0,0,80.024401,7.79194,49.97032,1,90.111,0.28,0,0,49.97032,0,0.28,0.19,-5.65248918
145,0,0,80.033643,7.765002,57.1851261,1,122.079,0.28,0,0,57.1851261,0,0.28,0.19,-5.673323267
165,1,0,79.958591,7.705957,35.79798285,1,60.605,0.28,0,0,35.79798285,0,0.28,0.19,-4.697445462
155,1,1,80.140467,7.73507,53.20733874,2,300.63,0.22,1,0,53.20733874,0,0.22,0.13,-4.634728988
142,0,0,80.305359,7.861248,117.243369,1,248.459,0.3,0,0,117.243369,0,0.3,0.21,-5.65248918
122,0,0,80.210991,7.836475,100.01472,1,141.892,0.3,0,0,100.01472,0,0.3,0.21,-5.501258211
143,1,1,80.275818,7.821726,92.2418655,1,1363.73,0.3,0,0,92.2418655,0,0.3,0.21,-4.553876892
147,1,0,80.306396,7.822616,105.9008412,1,178.58,0.3,0,0,105.9008412,0,0.3,0.21,-4.58156032
140,2,0,80.346664,7.837512,160.7570851,1,154.612,0.3,0,0,160.7570851,0.757085107,0.3,0.21,-4.014579594
129,1,0,80.322287,7.807846,105.9023063,1,489.4,0.3,0,0,105.9023063,0,0.3,0.21,-4.450463796
139,0,0,80.286807,7.812499,90.75036008,1,223.747,0.3,0,0,90.75036008,0,0.3,0.21,-5.631211782
139,0,0,80.335188,7.75357,99.25332352,2,222.658,0.3,1,0,99.25332352,0,0.3,0.21,-5.631211782
170,2,2,80.282025,7.725981,67.80684204,2,192.12,0.3,1,0,67.80684204,0,0.3,0.21,-4.210645018
154,1,0,80.473486,7.815079,187.5779939,1,66.056,0.44,0,0,187.5779939,27.57799388,0.44,0.35,-4.628235459
141,1,1,80.362669,7.819026,136.5018867,1,305.116,0.44,0,0,136.5018867,0,0.44,0.35,-4.539742381
76,1,1,80.418841,7.584979,136.376068,2,185.885,0.25,1,0,136.376068,0,0.25,0.16,-3.918667548
146,2,1,80.323393,7.692819,81.81972902,2,396.3283418,0.22,1,0,81.81972902,0,0.22,0.13,-4.056988776
148,3,3,80.314,7.680179,83.1739488,2,1277.44,0.22,1,0,83.1739488,0,0.22,0.13,-3.727413118
143,0,0,80.33599,7.639908,87.8699209,2,333.742,0.22,1,0,87.8699209,0,0.22,0.13,-5.659482216
144,1,0,80.396969,7.589821,114.0331831,2,194.169,0.22,1,0,114.0331831,0,0.22,0.13,-4.560869927
162,2,0,80.215863,7.629952,89.64920758,2,616.381,0.21,1,0,89.64920758,0,0.21,0.12,-4.162003211
169,0,0,80.268927,7.624095,97.89192,2,148.198,0.21,1,0,97.89192,0,0.21,0.12,-5.826000107
152,1,1,80.105144,7.714944,41.85202473,2,175.361,0.2,1,0,41.85202473,0,0.2,0.11,-4.615120517
153,1,0,80.128269,7.697925,51.81959772,2,364.481,0.2,1,0,51.81959772,0,0.2,0.11,-4.621699488
194,0,0,80.0077,7.695289,32.59271296,2,94.462,0.2,1,0,32.59271296,0,0.2,0.11,-5.963579344
156,0,0,79.949805,7.611423,24.99258108,2,432.875,0.19,1,0,24.99258108,0,0.19,0.1,-5.746203191
148,0,0,79.945096,7.557909,44.5132038,2,214.445,0.19,1,0,44.5132038,0,0.19,0.1,-5.693732139
144,0,0,80.057687,7.617372,46.67443404,2,674.413,0.24,1,0,46.67443404,0,0.24,0.15,-5.666426688
155,1,0,80.080258,7.554342,37.58950301,2,535.841,0.24,1,0,37.58950301,0,0.24,0.15,-4.634728988
163,0,0,80.157705,7.588826,57.5179953,2,277.52,0.3,1,0,57.5179953,0,0.3,0.21,-5.789960171
163,1,0,80.159861,7.559444,75.93738935,2,66.922,0.3,1,0,75.93738935,0,0.3,0.21,-4.685212894
126,2,0,80.144967,7.524889,53.53987525,2,438.321,0.3,1,0,53.53987525,0,0.3,0.21,-3.908014984
149,1,0,80.195954,7.569768,69.43812449,2,316.584,0.17,1,0,69.43812449,0,0.17,0.08,-4.59511985
162,4,1,80.353194,7.529185,121.7228257,2,192.18,0.09,1,0,121.7228257,0,0.09,0,-3.561677197
163,2,1,80.350279,7.511889,135.7514938,2,509.318,0.09,1,0,135.7514938,0,0.09,0,-4.168214411
120,0,0,80.320267,7.600448,129.2317224,2,255.226,0.138637914,1,0,129.2317224,0,0.138637914,0.048637914,-5.484796933
130,0,0,80.387773,7.490851,128.9224404,2,1646.048971,0.06,1,0,128.9224404,0,0.06,0,-5.564520407
