"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"2625",433927.570567719,470006.488324056,8.74532490684459e-09,7.88161554909905e-08,2.70172592742313e-07,0,2.15798732661199e-07,4.95674377098965e-07,9.27395535921249e-08,1.16194673649244e-06,7.45048408090274e-06,9.27422025396685e-06,5.43909936287688e-05,15812.5394121854,0.000953854863613585,0.00533840805770062,2
"2626",438522.570567719,470006.488324056,4.12743043132810e-09,7.67436307835823e-08,3.24599011669591e-07,0,2.47077496240422e-07,6.35290942518907e-07,1.16414648587693e-07,1.40425316023152e-06,9.02750815152788e-06,1.1265257291343e-05,6.66932657547138e-05,8052.69966802389,0.00166468587067739,0.00626156966640916,2
"2627",443117.570567719,470006.488324056,8.14999404172723e-10,9.31015099459032e-08,3.11447711176527e-07,0,2.49765058413232e-07,6.81970094618123e-07,1.21277852427326e-07,1.45837722598528e-06,9.22148136995335e-06,1.17439161791143e-05,6.81822555795317e-05,8489.16473242024,0.00131131127119911,0.00520287387318843,2
"2628",447712.570567719,470006.488324056,1.97823390735976e-09,5.55703248417139e-08,3.11354557247512e-07,0,2.11905898162001e-07,6.91417815446016e-07,8.50440433630695e-08,1.35727087296767e-06,8.63677556966504e-06,1.13239710522751e-05,6.69419644837045e-05,10989.178029396,0.00110851952881616,0.00365980244841754,2
"2629",452307.570567719,470006.488324056,3.59873536786431e-10,5.06254174692522e-08,3.15520317428764e-07,0,2.1735392374822e-07,6.63433841197048e-07,9.44870397479036e-08,1.34178041312797e-06,8.6331383859278e-06,1.10459433073111e-05,6.60143090505157e-05,12612.856358913,0.000943005763356349,0.00302508127788129,2
"2630",456902.570567719,470006.488324056,8.88392358369152e-09,7.11016642229723e-08,3.11542967423861e-07,0,2.71182339695031e-07,6.01948434209021e-07,1.09221783617386e-07,1.37388111275196e-06,8.95810952048097e-06,1.08575386970979e-05,6.47003551108187e-05,23258.3970806294,0.00103331062464435,0.0045915956317878,4
"2631",461497.570567719,470006.488324056,4.27131347053244e-09,1.12840228605471e-07,2.82617427238563e-07,0,2.72034187176473e-07,4.95868706984481e-07,1.36834566122346e-07,1.30446642959787e-06,8.40301507687625e-06,9.90891389064224e-06,5.75986910958027e-05,11327.5528401751,0.00171827755164816,0.00648169485811005,2
"2632",466092.570567719,470006.488324056,7.76669120444891e-09,1.65267734830721e-07,2.54911986630191e-07,0,2.71626928949331e-07,4.42885895068912e-07,1.36900641045656e-07,1.27935987772926e-06,7.97219962139295e-06,9.66010450523637e-06,5.33154765710109e-05,5948.73796962479,0.00204458553322751,0.00662532503366063,1
"2633",470687.570567719,470006.488324056,2.45357222605509e-08,1.54793734830072e-07,2.64328062993258e-07,0,2.79036084016582e-07,4.86795526555284e-07,1.30427985078896e-07,1.33991711573464e-06,8.32539606671285e-06,1.02720667035203e-05,5.66783235917074e-05,6812.34441990134,0.00202633590394138,0.00522258194498221,5
"2634",475282.570567719,470006.488324056,1.28362836436524e-08,9.95548965487814e-08,2.29556811781606e-07,0,2.7197309027116e-07,3.91747084105276e-07,1.31485207832682e-07,1.13715337418316e-06,7.42905952832301e-06,8.28435523943932e-06,4.81522777412841e-05,5267.35250456216,0.00181109081886248,0.00362912622957976,5
"2635",479877.570567719,470006.488324056,1.34002842225311e-08,1.10073454129278e-07,1.75002647928579e-07,0,2.70086018439031e-07,2.38008102559917e-07,1.42561813465392e-07,9.49132320744728e-07,6.28316678398522e-06,6.31766475718554e-06,3.62273086219889e-05,3960.06402650519,0.00173062179136681,0.00279421759422888,1
"2636",484472.570567719,470006.488324056,9.00471831594054e-09,1.05395459915059e-07,1.60968759210789e-07,0,2.44600678822593e-07,2.45772237950082e-07,1.30105737516928e-07,8.9584759173139e-07,5.86665737331116e-06,6.0753195279034e-06,3.45188163896159e-05,4144.16525661772,0.00157476100756128,0.00266653357124458,5
"2637",489067.570567719,470006.488324056,1.96934479609195e-08,7.41267581760852e-08,1.66623839170654e-07,0,2.36836034783749e-07,2.5396271718936e-07,1.14652653371294e-07,8.65895450652063e-07,5.77259422147522e-06,5.96922838269273e-06,3.49561764978398e-05,7648.65238130924,0.00164991047003568,0.00276359346993582,1
"2638",493662.570567719,470006.488324056,2.74555453025349e-08,9.16561399000315e-08,1.64008113978653e-07,0,2.41735087502803e-07,2.26187603424854e-07,1.13764578202336e-07,8.64807068311213e-07,5.68950850370065e-06,5.93204386677149e-06,3.38303416888841e-05,6565.31536552931,0.00162516114304556,0.00264081971813315,1
"2639",498257.570567719,470006.488324056,4.6951449554633e-08,7.5950267186542e-08,1.95291520954655e-07,0,2.58721326140687e-07,2.78074903214964e-07,1.1135158595188e-07,9.66341053003361e-07,6.37788262712602e-06,6.85019697348188e-06,3.96553478000106e-05,2952.16386110977,0.00170059204140365,0.00283484527591953,2
"2640",502852.570567719,470006.488324056,3.91871575943989e-08,1.01818322217895e-07,1.73536946812547e-07,0,2.19181289562442e-07,2.37075612030679e-07,1.02026914472475e-07,8.72826242690437e-07,5.55784065451974e-06,6.275751169715e-06,3.47262628943128e-05,4928.74227809271,0.00177547238372944,0.00330900930132784,1
"2641",507447.570567719,470006.488324056,1.21737930180998e-07,7.54598725727362e-08,2.34695526568629e-07,0,2.47634410754927e-07,3.37509401759917e-07,1.09537129144854e-07,1.12657427098206e-06,7.01761383670174e-06,8.54646767223244e-06,4.69267246403504e-05,1708.70066760784,0.00186790549632868,0.00476177930610645,1
"2642",512042.570567719,470006.488324056,1.49034649066238e-07,5.89174427578776e-08,2.72771615961176e-07,0,2.54339957983518e-07,3.89868520578318e-07,1.16873822175734e-07,1.24180600852286e-06,7.73314478436093e-06,9.58581597976238e-06,5.32164643872735e-05,3136.38195613294,0.00201691659004641,0.00576035997475674,1
"2643",516637.570567719,470006.488324056,1.82986690688836e-07,5.08785163444436e-08,2.67529647324238e-07,0,2.50898687603751e-07,3.6696005079051e-07,1.09564290085018e-07,1.2288178828368e-06,7.55826194681619e-06,9.54580940437655e-06,5.21032396713084e-05,2457.06858965323,0.0022185958945472,0.00685912729004698,1
"2644",521232.570567719,470006.488324056,1.59675407562787e-07,4.32619081669472e-08,2.75421967010914e-07,0,2.41824976043858e-07,3.8434708216073e-07,1.08676095011973e-07,1.21320743595721e-06,7.5580302006939e-06,9.46121467215733e-06,5.27840445532224e-05,2785.42759938407,0.00239768600626649,0.00476875115594828,2
"2645",525827.570567719,470006.488324056,1.48541456246321e-07,4.40369335441559e-08,2.96525255016888e-07,0,2.5259809177669e-07,3.93487698424622e-07,1.09965743400053e-07,1.24515517840873e-06,7.86653575646223e-06,9.69367345104999e-06,5.50453409966511e-05,3280.60236759962,0.00317307355448302,0.00389984921631338,1
"2646",530422.570567719,470006.488324056,1.08290873379602e-07,4.24952048549976e-08,2.49477944525012e-07,0,2.123729920811e-07,2.83928752065066e-07,8.61089767267842e-08,9.82674743632561e-07,6.31492804931133e-06,7.56515570121685e-06,4.36332863041899e-05,4260.61677514027,0.00360251039308152,0.0032498141857823,2
"2647",535017.570567719,470006.488324056,1.65690743125779e-07,1.3507696447479e-08,3.89866467109812e-07,0,2.43624752371829e-07,5.60968021368069e-07,9.82445649277963e-08,1.47190224535076e-06,9.29437593970295e-06,1.21294481025547e-05,7.05848202249004e-05,6790.47798955177,0.00392761416415545,0.00526787668888555,1
"2648",539612.570567719,470006.488324056,1.20470579068055e-07,7.59125533267291e-09,3.42959252996877e-07,0,2.21734668404139e-07,3.69548305734213e-07,8.49336063701855e-08,1.14723766790614e-06,7.56689628837737e-06,9.15583154290078e-06,5.55611213514939e-05,7496.08866146913,0.00458048962948795,0.00529121043465894,2
"2649",544207.570567719,470006.488324056,1.38410991334936e-07,8.10783569449303e-09,3.00311464584979e-07,0,2.05530196417669e-07,2.62355825064731e-07,6.62663590667023e-08,9.80982672163511e-07,6.45210077894476e-06,7.7747181151111e-06,4.65555106506088e-05,4599.3550421733,0.0042172668496001,0.0052796702447725,1
"2650",548802.570567719,470006.488324056,1.52941523889893e-07,7.94846209684064e-09,2.32156248891613e-07,0,1.95385321255515e-07,1.75658452672423e-07,5.62374193324722e-08,8.20327428138756e-07,5.34065149292162e-06,6.32944025860671e-06,3.66927217973767e-05,5506.23177339334,0.00368055138531311,0.00493503488273461,2
"2651",553397.570567719,470006.488324056,1.24617908880964e-07,1.20996561381315e-08,2.41767887487754e-07,0,2.22952555084532e-07,1.86543220648261e-07,8.70040081091261e-08,8.74985236348769e-07,5.87974427654347e-06,6.40614840491383e-06,3.84925474716247e-05,5884.32949213932,0.0041200902425049,0.0049375609604632,1
"2652",557992.570567719,470006.488324056,1.49669157289978e-07,8.57543296095553e-09,2.24278292382252e-07,0,1.98131092421505e-07,1.6475152597728e-07,5.92237737739865e-08,8.04629274805957e-07,5.2625512833443e-06,6.12636113714315e-06,3.55582525801423e-05,3839.61681037714,0.00339395095275569,0.00467129780825509,1
"2653",562587.570567719,470006.488324056,1.08793104192095e-07,9.61319479575451e-09,2.83542676449144e-07,2.87901970319471e-09,2.47847144585478e-07,2.37648652756661e-07,8.54110431269817e-08,9.7573483560931e-07,6.70351198020502e-06,7.23932385733594e-06,4.492967236705e-05,4874.94973731203,0.00363583972404745,0.00456648041307704,1
"2654",567182.570567719,470006.488324056,1.25355279156913e-07,9.12331876712358e-09,3.6816220827518e-07,8.39187094814342e-10,2.56230111794764e-07,3.57442968557109e-07,9.19986713476817e-08,1.20915174499359e-06,8.11503140304981e-06,9.46572268976931e-06,5.82043185973491e-05,1756.85562034441,0.00335635340913205,0.00440541364034828,2
"2655",571777.570567719,470006.488324056,1.21008069342565e-07,1.31698615346565e-08,1.92244891561444e-07,2.882649192959e-08,1.82419679362056e-07,1.53586113826876e-07,6.68990342012066e-08,7.58154141758394e-07,5.07493161996941e-06,5.55837989459074e-06,3.29260662010056e-05,797.116510125684,0.00365344179563715,0.00522809031215209,1
"2656",576372.570567719,470006.488324056,1.073245493588e-07,1.30584108248843e-08,2.11584552545219e-07,2.7027860532991e-08,1.92960875278203e-07,1.31113352619394e-07,6.53414686802023e-08,7.48411069839694e-07,5.16788686319436e-06,5.41017205066274e-06,3.32917750270889e-05,239.656622194154,0.00363868665925403,0.00568136385292993,1
"2657",580967.570567719,470006.488324056,1.18805911331066e-07,1.23709638644165e-08,2.84432013941682e-07,3.57427870495419e-08,1.94036226197625e-07,2.14893028260832e-07,6.89382552154783e-08,9.29219185860641e-07,6.3113237031287e-06,7.13478004303603e-06,4.40208960633404e-05,132.149138729912,0.00355569921446702,0.00550704843974751,2
"2658",585562.570567719,470006.488324056,9.59252518528686e-08,1.2526905096566e-08,2.82944977669786e-07,4.52613767853993e-08,2.12143969058332e-07,2.20164791508992e-07,8.37749315474312e-08,9.52742203519374e-07,6.64546423542745e-06,7.06213298393155e-06,4.481764937736e-05,131.784071586854,0.00327879759408522,0.00527069386379777,2
"2659",590157.570567719,470006.488324056,1.0467509070633e-07,1.23891405745535e-08,2.55479387867297e-07,4.98656544944964e-08,2.26260615576734e-07,2.01061121085644e-07,8.66082434658466e-08,9.36339253770901e-07,6.55179219186119e-06,6.75076576500677e-06,4.250955095636e-05,131.784070001126,0.00312913766416909,0.00499066021987398,2
"2660",594752.570567719,470006.488324056,8.94608441770472e-08,1.54277636360556e-08,2.29897958892167e-07,7.53072547654554e-08,2.32065787475477e-07,2.14332664949524e-07,1.04613386398e-07,9.61105660293726e-07,6.80660718867243e-06,6.66853933919964e-06,4.24069811596761e-05,131.732469464604,0.0028839443830755,0.00378700568677909,1
"2661",599347.570567719,470006.488324056,5.6457772457108e-08,1.73339656794891e-08,2.5178428675332e-07,6.4091685569867e-08,2.54477648731211e-07,2.44865361764823e-07,1.32876682545913e-07,1.02188740350173e-06,7.35180405173064e-06,6.92118192313629e-06,4.5324679970149e-05,136.625013558495,0.00287413113377332,0.00367544138908883,1
"2662",603942.570567719,470006.488324056,6.29904095550415e-08,1.28692904527439e-08,2.56394864450726e-07,6.89471450487922e-08,2.62626139502231e-07,2.16517666906668e-07,1.29373027624169e-07,1.00971854354037e-06,7.36456837095723e-06,6.74970948502662e-06,4.48283532002713e-05,144.246951667892,0.00269755305374856,0.00355366608298287,1
"2663",608537.570567719,470006.488324056,7.91317004145142e-08,8.64968972835722e-09,2.25050668323235e-07,8.84559126501649e-08,2.34023760814495e-07,1.73969660677287e-07,1.04273589762727e-07,9.13554982370779e-07,6.68760501375265e-06,6.11664162689096e-06,4.04408174008164e-05,140.960221811813,0.00250695815254206,0.00331980820137401,1
"2664",613132.570567719,470006.488324056,5.72521815511706e-08,4.97887042705258e-09,1.03907321191699e-07,1.17283990686001e-07,1.11156838400461e-07,7.00285148758084e-08,4.22637539410076e-08,5.068714710732e-07,3.8388751919527e-06,3.3238231030297e-06,2.24613309843802e-05,1694.2836935079,0.00241243695566163,0.00321308191375116,1
"2665",406357.570567719,465396.488324056,7.53225363192556e-08,3.68512309556479e-08,9.85616068760464e-08,0,3.636547152297e-08,2.25856252811241e-07,4.59640732419775e-09,4.77553505809358e-07,2.49650358183362e-06,4.47960909151501e-06,2.21712468162216e-05,84968.5141583983,0.000232205516523457,0.00128843805880629,4
"2666",410952.570567719,465396.488324056,5.75558171678203e-08,5.65388681428303e-08,1.49889130884873e-07,0,5.90564480651423e-08,3.66027154363735e-07,1.00084885656937e-08,6.99075907190094e-07,3.85151473342171e-06,6.4872875383537e-06,3.38407375871097e-05,35408.7590090694,0.000589187097719224,0.00214675086840168,4
"2667",415547.570567719,465396.488324056,5.59541529637775e-08,5.88233904919022e-08,1.45077096780355e-07,0,6.48690634541538e-08,2.96577820524391e-07,1.30684181254281e-08,6.34369942340007e-07,3.54133871657836e-06,5.77200021609214e-06,3.01668581452197e-05,38050.5169627138,0.000673069346686541,0.00269792372225496,4
"2668",420142.570567719,465396.488324056,2.13211463900853e-08,7.26462000555372e-08,2.06742434283314e-07,0,1.02703518134462e-07,3.93818059052364e-07,3.17184890297195e-08,8.28949846945481e-07,4.95566437788697e-06,7.28510744124611e-06,4.06545991018525e-05,22110.5511085093,0.00092577297811017,0.00398171241073264,4
"2669",424737.570567719,465396.488324056,2.38856447997218e-08,6.92422393866465e-08,2.18606882373962e-07,0,1.16447149034471e-07,4.23142799910181e-07,3.25581806515096e-08,8.83882896156492e-07,5.34140316178246e-06,7.73067529246003e-06,4.35045894302301e-05,20451.5057824582,0.000887386162129667,0.00412309383250265,4
"2670",429332.570567719,465396.488324056,5.45871964340375e-09,7.39435515040299e-08,1.90813395750666e-07,0,1.18669441606656e-07,3.31419948373934e-07,4.42281058998795e-08,7.6453316277857e-07,4.72053095013168e-06,6.41659258344019e-06,3.65101308702574e-05,9089.65421386168,0.00104454715526468,0.00558552146406104,2
"2671",433927.570567719,465396.488324056,3.20100453381125e-09,8.31963330449881e-08,2.64776732095129e-07,0,1.68622962704035e-07,5.25729890732407e-07,6.44166349150765e-08,1.10994355802545e-06,6.90919108906648e-06,9.33932512709053e-06,5.38098052159683e-05,8784.90339194768,0.00120523159351384,0.0058194729662304,2
"2672",438522.570567719,465396.488324056,1.23920134025598e-09,1.22623989406989e-07,3.6967371919161e-07,0,2.56008394039497e-07,8.21573362230765e-07,1.33130757751232e-07,1.70424942396035e-06,1.05492274436766e-05,1.40522586615659e-05,8.03826259354344e-05,5429.65412625291,0.00218957575630425,0.00726049874713356,2
"2673",443117.570567719,465396.488324056,1.00541738312415e-10,1.39661765707899e-07,3.16670048405854e-07,0,2.8585722056107e-07,5.58890455693017e-07,1.40062258680018e-07,1.44124229078617e-06,9.16662127258725e-06,1.11508620358141e-05,6.40928453178766e-05,3478.66875454025,0.00206911269596717,0.00605922998845937,1
"2674",447712.570567719,465396.488324056,2.81858191517395e-10,9.27555838803329e-08,3.49113889797081e-07,0,2.59425053883433e-07,7.43389341195666e-07,1.31760697241745e-07,1.57672642418978e-06,9.98799184690315e-06,1.2765442589538e-05,7.46050870461369e-05,7211.1458323981,0.00170211179014145,0.00544268073833188,2
"2675",452307.570567719,465396.488324056,5.00510395090326e-09,6.04265898984657e-08,3.1276050282969e-07,0,2.32109031994554e-07,6.36694789335479e-07,1.0172676723208e-07,1.34872278524117e-06,8.68744569045321e-06,1.09469237233611e-05,6.5133579234381e-05,9148.27133921102,0.00116564589905475,0.00341655624724365,2
"2676",456902.570567719,465396.488324056,1.53748186137472e-09,5.28864091409176e-08,3.26301773156956e-07,0,2.41060674532889e-07,7.01070185016306e-07,1.06042701064624e-07,1.42889922477307e-06,9.21858943491748e-06,1.16471832164188e-05,6.95853412743829e-05,33548.8396828474,0.000805980352736194,0.00367534701185755,4
"2677",461497.570567719,465396.488324056,1.26275858814556e-08,1.05112562209797e-07,3.07430829238342e-07,0,2.95834293950747e-07,5.61793343401007e-07,1.40184870156546e-07,1.42298348483789e-06,9.19823324533123e-06,1.08973309593148e-05,6.37039488883065e-05,38406.5545149323,0.000957828400536104,0.00466354839269177,4
"2678",466092.570567719,465396.488324056,5.72767075816691e-09,9.90921632526565e-08,2.78918517615523e-07,0,2.74142752054729e-07,5.65288667431219e-07,1.40612816723618e-07,1.36378258783591e-06,8.75344340373826e-06,1.04533112634635e-05,6.07513492904762e-05,9868.94854907124,0.00159059661170277,0.00638477054467896,2
"2679",470687.570567719,465396.488324056,1.29140790815501e-08,1.25788851557118e-07,2.71066422641297e-07,0,2.81406303592746e-07,5.60960338624739e-07,1.42652402335131e-07,1.39478839783258e-06,8.79492753391253e-06,1.06941682321604e-05,6.05476043615361e-05,8057.68556881683,0.00198349558218307,0.00720183035878782,2
"2680",475282.570567719,465396.488324056,1.67431293259055e-08,1.24741948326346e-07,2.41430249570129e-07,0,2.74484969864375e-07,4.31225893215981e-07,1.20206157916414e-07,1.20883234821915e-06,7.71188631576132e-06,9.08507327189315e-06,5.14137827396207e-05,3859.90070035002,0.00203747296821869,0.00640206886277598,1
"2681",479877.570567719,465396.488324056,5.37902397276802e-09,1.28404832877571e-07,2.28438191474112e-07,0,2.78645039486491e-07,3.97324555478917e-07,1.32103279426588e-07,1.17029492271645e-06,7.53236126143503e-06,8.56350443591974e-06,4.86848827612602e-05,4016.25908274342,0.00188364737243449,0.00417143870716417,2
"2682",484472.570567719,465396.488324056,2.05526966331332e-08,8.3513929549639e-08,2.43689315837514e-07,0,2.67769851625133e-07,4.46868030579139e-07,1.28648731889669e-07,1.19104255611423e-06,7.75806491000106e-06,8.87819801275933e-06,5.18897279642092e-05,8556.94267489488,0.00182790471086126,0.00427491880337408,2
"2683",489067.570567719,465396.488324056,6.58687368936678e-08,9.62137866045154e-08,3.33998523061041e-07,0,2.77757123967604e-07,6.97258393245193e-07,1.32192089719041e-07,1.60328865349106e-06,9.95695518909642e-06,1.2898857859666e-05,7.29881803684038e-05,11152.7338221018,0.00168581495710865,0.00439217713895921,2
"2684",493662.570567719,465396.488324056,1.58063504195061e-08,9.60761427082346e-08,3.34543641233864e-07,0,2.68992406127211e-07,6.1411819984869e-07,1.32714004452694e-07,1.4622507447902e-06,9.36083706064988e-06,1.15451345649373e-05,6.76123459371486e-05,14678.1198476362,0.00173370298711166,0.00429870492278195,2
"2685",498257.570567719,465396.488324056,1.16239284947417e-07,9.74877713000311e-08,3.07836088175861e-07,0,2.85363774388259e-07,4.85561154839331e-07,1.24848903215735e-07,1.41733697686663e-06,8.82319198397541e-06,1.10521832190069e-05,6.15146148589263e-05,7847.35013803404,0.00193381963914203,0.00535079704146146,2
"2686",502852.570567719,465396.488324056,1.02858262018835e-07,7.79685028762245e-08,2.75735353660878e-07,0,2.73063135658447e-07,4.05380856882687e-07,1.25020759078609e-07,1.26002687017568e-06,7.99722805167047e-06,9.56363992044018e-06,5.41067400303685e-05,3121.34603911674,0.00223805844344259,0.00547066756535822,1
"2687",507447.570567719,465396.488324056,1.34467257884019e-07,4.82231953813361e-08,2.57892055266495e-07,0,2.59641421251899e-07,2.87066781901046e-07,1.06604473915084e-07,1.09389518559988e-06,7.05166911879607e-06,8.16202164199975e-06,4.65851501089132e-05,567.273391020088,0.00298349533165277,0.00489645516150063,1
"2688",512042.570567719,465396.488324056,1.75455398654378e-07,7.57530601580569e-08,2.5415158066977e-07,0,2.45574217849764e-07,3.17935904270428e-07,1.09107392010088e-07,1.17797755361249e-06,7.15994255473529e-06,9.07878948308571e-06,4.85174311293246e-05,580.461900607449,0.00307365515274457,0.00615909346723487,1
"2689",516637.570567719,465396.488324056,1.78734810951653e-07,6.80707319400398e-08,2.77627671962932e-07,0,2.52395939703831e-07,3.63727476582199e-07,1.11144137227015e-07,1.25170076836767e-06,7.6560233328582e-06,9.74993887070674e-06,5.2890734139055e-05,1500.56795761547,0.00351085395103067,0.00811007982020326,1
"2690",521232.570567719,465396.488324056,1.50169165546998e-07,2.16713930689671e-08,2.65447599900881e-07,0,2.34446583924353e-07,2.99350446653079e-07,1.00587416174136e-07,1.07167260526841e-06,6.89033309292375e-06,8.17031321964645e-06,4.70603495811295e-05,381.29603579937,0.00405180892495304,0.00529841899939889,1
"2691",525827.570567719,465396.488324056,1.18612990096523e-07,2.47689123655803e-08,2.79845274953061e-07,0,2.42712176579118e-07,3.31134614839357e-07,1.1406097444322e-07,1.11113494327686e-06,7.2679177788304e-06,8.38581542672578e-06,4.95300328078319e-05,578.578826351716,0.00485865105864235,0.00406689942880835,1
"2692",530422.570567719,465396.488324056,1.24764803599575e-07,1.83589760754943e-08,2.99031895245605e-07,0,2.43982705150358e-07,3.56586003391612e-07,1.03375540794204e-07,1.14609992425685e-06,7.50315405846635e-06,8.82274043936815e-06,5.23704720212514e-05,1071.65528545718,0.00439452541802404,0.00405871359554691,2
"2693",535017.570567719,465396.488324056,1.3550411415153e-07,9.25990345512773e-09,3.34964344705924e-07,0,2.2765361906707e-07,3.64326737667398e-07,8.03347326439052e-08,1.15204345169095e-06,7.54016116427669e-06,9.2038465896449e-06,5.51277827453012e-05,4008.71391720318,0.00453478059350415,0.00575893843600849,1
"2694",539612.570567719,465396.488324056,1.11101521205192e-07,6.98362916107254e-09,3.00914082096426e-07,0,1.96642599092911e-07,2.86216669032058e-07,6.8071534409242e-08,9.69930034996902e-07,6.44243787088772e-06,7.71015834663547e-06,4.69835339142743e-05,4876.28127128098,0.00423609488437772,0.00502421768672091,1
"2695",544207.570567719,465396.488324056,1.01759100257226e-07,5.27284889362267e-09,2.59372054500773e-07,0,1.68612401818535e-07,2.44591526588067e-07,5.46154811376098e-08,8.34223413195834e-07,5.5205420233656e-06,6.6704079889901e-06,4.04533161249276e-05,2478.47473594673,0.00423733429340348,0.00566859187360991,2
"2696",548802.570567719,465396.488324056,1.84456531826527e-07,5.76201510116281e-09,1.72932415054561e-07,0,1.31947663462029e-07,1.4636594736217e-07,1.96707974631227e-08,6.61135370269572e-07,3.92746555540058e-06,5.51068288129342e-06,2.89760960486551e-05,3250.02731104634,0.00367488387890686,0.00497775930797077,3
"2697",553397.570567719,465396.488324056,1.47706003705839e-07,7.33104300182363e-09,1.79937075905912e-07,0,1.40448006558103e-07,1.41558264221686e-07,3.52967422789785e-08,6.52277135672341e-07,4.06629149802412e-06,5.22196463030589e-06,2.89255304381092e-05,1218.54165222636,0.00382711288781221,0.0049923201439419,2
"2698",557992.570567719,465396.488324056,4.34558609652136e-08,1.22575052607932e-08,2.57362298139441e-07,7.72268170939894e-09,2.40375273907745e-07,2.47898898741994e-07,1.20138839876383e-07,9.29211358600968e-07,6.59937470144645e-06,6.48962370122103e-06,4.22938464021277e-05,801.975710081636,0.00451132354066216,0.0053017388027572,1
"2699",562587.570567719,465396.488324056,1.01636322691334e-07,7.68014861429744e-09,2.39020987446992e-07,1.48274107297786e-08,2.17332511986967e-07,2.4241592866403e-07,8.23943386851766e-08,9.05307648818576e-07,6.15116559617157e-06,6.71606280246151e-06,4.11077152971395e-05,1165.52703941572,0.00322089049581926,0.00451552968784484,1
"2700",567182.570567719,465396.488324056,1.16810018657709e-07,9.96647742113055e-09,2.69075695058518e-07,2.94002705514274e-09,2.44495557133462e-07,2.7928401413746e-07,9.88630068921026e-08,1.02143479635552e-06,6.86014602913065e-06,7.59841186631638e-06,4.60011675670335e-05,789.350219512487,0.00327815028900296,0.00444670203923492,1
"2701",571777.570567719,465396.488324056,6.29956545816768e-08,1.38147075723349e-08,2.28345627739657e-07,2.71938190021803e-08,2.17759194676148e-07,2.14045911217653e-07,9.79057108718706e-08,8.6206062566152e-07,6.07376499675572e-06,6.07917140102443e-06,3.88479070030368e-05,708.759796157868,0.00333519847002797,0.00531367252661069,1
"2702",576372.570567719,465396.488324056,7.41444359797505e-08,1.45846849874953e-08,2.0689533108964e-07,4.07801577922973e-08,2.01271561639516e-07,1.57274357537318e-07,8.33140135769739e-08,7.78264542602991e-07,5.52480926913068e-06,5.42001758339905e-06,3.46211187537693e-05,228.774385400218,0.00367477016209342,0.00564571718731696,1
"2703",580967.570567719,465396.488324056,9.45920243244913e-08,1.06479367129042e-08,1.92265054543839e-07,5.09685143812444e-08,1.83455088009765e-07,1.21901901017907e-07,6.10029967651471e-08,7.14833515755298e-07,5.05771593130311e-06,5.06027999869207e-06,3.18927156079674e-05,131.784064549349,0.00342450805067107,0.00539810452520065,1
"2704",585562.570567719,465396.488324056,1.48829209178913e-07,8.64139468315095e-09,2.01261887156079e-07,7.28930953930451e-08,1.90459553461864e-07,1.24616678309764e-07,5.48434070379855e-08,8.01545225220801e-07,5.50206523261543e-06,5.82417923766787e-06,3.50822848341203e-05,131.784063952964,0.00312819102485096,0.00497917218552187,1
"2705",590157.570567719,465396.488324056,5.87785863315204e-08,1.47430866820342e-08,2.48297362226424e-07,6.79680982607067e-08,2.51082863833574e-07,2.12246099806634e-07,1.2226477230648e-07,9.75380869447373e-07,7.10400791097132e-06,6.55600520557686e-06,4.34635760237778e-05,131.784065501195,0.00313512848196028,0.00503094963600811,1
"2706",594752.570567719,465396.488324056,4.35770733941965e-08,1.57248822851841e-08,2.62184163268842e-07,6.38707826627893e-08,2.62894113589596e-07,2.40613788449195e-07,1.450012900861e-07,1.0338660937359e-06,7.54107798051074e-06,6.87403661814301e-06,4.59845830560468e-05,153.884827870274,0.0032893753196984,0.00416020976331144,1
"2707",599347.570567719,465396.488324056,5.58866162236882e-08,1.37787559001401e-08,2.60270293317433e-07,6.57205919130099e-08,2.63458259652793e-07,2.39534000634478e-07,1.37217702311787e-07,1.03586621995333e-06,7.52047906758813e-06,6.95089210159261e-06,4.60669269796987e-05,163.957650744586,0.00302863893558356,0.00384965065054326,1
"2708",603942.570567719,465396.488324056,5.44288925041769e-08,1.24310098742475e-08,2.51374788540204e-07,7.19324535214394e-08,2.5452243157531e-07,2.35405122062105e-07,1.33410657188193e-07,1.01350535526568e-06,7.37432550761141e-06,6.79303834932865e-06,4.5125886701608e-05,156.089801258485,0.00282353109555742,0.00373183151814465,1
"2709",608537.570567719,465396.488324056,1.20554071947332e-07,7.14102550702922e-09,1.72060675929231e-07,9.60818182793588e-08,1.75737679963817e-07,1.29171248031135e-07,6.48221151478001e-08,7.65568634805702e-07,5.37771849030977e-06,5.36171446058331e-06,3.31710621736814e-05,164.118537389241,0.00251093829730674,0.0033016261224334,3
"2712",410952.570567719,460786.488324056,6.27408105469129e-08,4.98979771945685e-08,1.43118811024578e-07,0,5.54973147437465e-08,3.13275534402635e-07,8.02130765975573e-09,6.32551755572197e-07,3.4898087518942e-06,5.86484458357794e-06,3.05801248732529e-05,46357.1129958995,0.00056906045872291,0.00202557310885898,4
