"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"969",415547.570567719,631356.488324056,1.5744520842631e-07,2.99738522847523e-11,2.22993497889235e-07,6.24064203647023e-08,2.00155135576807e-07,2.03900756279296e-07,7.73179135160618e-08,9.24248905904697e-07,6.20789519572673e-06,6.83350978654125e-06,4.07726041187883e-05,393.470668410727,0.00286147802733122,0.00410105453212122,1
"970",420142.570567719,631356.488324056,1.50629042572348e-07,3.11941310998133e-11,1.6501555455406e-07,6.32185239157756e-08,1.45537717433086e-07,1.27248203307673e-07,5.0727142597573e-08,7.02407378511615e-07,4.6495800013207e-06,5.23267286012751e-06,3.04079678968332e-05,788.890508903032,0.00301674408531101,0.00444305788596772,1
"971",424737.570567719,631356.488324056,2.17204717323227e-07,3.98138265520105e-11,1.83141476650661e-07,7.22267508579399e-08,1.20832278627248e-07,2.42433040753554e-07,1.12562231202595e-08,8.47134301159441e-07,5.1098738990195e-06,7.16307729883164e-06,3.84213058948966e-05,5068.10704065887,0.002628872135782,0.00428690919763883,3
"972",429332.570567719,631356.488324056,2.37383358747678e-07,4.62157391349638e-11,1.95094008947905e-07,7.82117042241737e-08,1.08040282276178e-07,2.3557375650185e-07,1.55235805043841e-08,8.69872906941304e-07,5.1690951353568e-06,7.41167634781947e-06,3.93792730357901e-05,7801.45178113899,0.00281711032130697,0.00474803465450412,2
"973",433927.570567719,631356.488324056,2.1790108384323e-07,5.99946363205248e-11,2.08614840957466e-07,1.21085883098004e-07,9.46217750819045e-08,2.27608647929145e-07,1.92809001542393e-08,8.8917312570031e-07,5.51558611235276e-06,7.4504213145516e-06,4.14368741045652e-05,9981.32567010042,0.00277611795830107,0.00535190975882819,2
"974",438522.570567719,631356.488324056,2.12571950708451e-07,8.61718898277283e-11,1.90880215633626e-07,1.16960817309053e-07,7.77378932337314e-08,2.78761807415151e-07,1.07598958284938e-08,8.87758752018335e-07,5.3576273158503e-06,7.65177911854552e-06,4.17055453919505e-05,7510.70449199858,0.00324028549534448,0.00597375189995922,2
"975",443117.570567719,631356.488324056,2.39305740112883e-07,1.34665348967486e-10,1.70336917904024e-07,1.21246894468907e-07,6.91295409804837e-08,2.57565959671524e-07,6.97056948273378e-09,8.64690287969523e-07,5.07485905855485e-06,7.4940264951427e-06,3.94707672414017e-05,6033.64689861892,0.00303189664582185,0.00518849751879346,2
"976",447712.570567719,631356.488324056,2.34820366706856e-07,2.0243139846679e-10,1.76644195271081e-07,9.22864804853152e-08,7.38517496046143e-08,2.39850622918425e-07,8.26866745906596e-09,8.25924513843824e-07,4.79324414722664e-06,7.20643248164777e-06,3.77019869328881e-05,7315.88733970383,0.00287125202666111,0.00397535012758229,3
"977",452307.570567719,631356.488324056,2.46730812669682e-07,3.03107117530232e-10,2.08271159429785e-07,6.04377707602577e-08,9.74199654280028e-08,2.37978153627694e-07,1.58243875642006e-08,8.66965356597152e-07,5.02334846330145e-06,7.54310546609641e-06,3.95376815865746e-05,7614.48811145088,0.00306463774763499,0.00374219715140903,2
"978",456902.570567719,631356.488324056,2.3845215624263e-07,4.07605150586771e-10,2.34500799223269e-07,5.45440063948188e-08,1.36845766940397e-07,2.14463185432834e-07,3.75613791181451e-08,9.16774898502681e-07,5.5649002466472e-06,7.59905617240663e-06,4.13142839885234e-05,6238.53301016302,0.00338013814300533,0.00404115979571893,3
"979",461497.570567719,631356.488324056,2.56911468543564e-07,5.17233491280356e-10,2.57423236504906e-07,4.18235818061552e-08,1.74545983000485e-07,2.31295232300255e-07,6.63965428471247e-08,1.02891327849377e-06,6.29227712926807e-06,8.2606241092794e-06,4.50279600785943e-05,2910.48745060155,0.00359382837403081,0.00423110920584275,2
"980",466092.570567719,631356.488324056,2.2022385959275e-07,7.04230108256043e-10,1.80081609624239e-07,4.2391888874227e-08,1.46099073283779e-07,1.46230527242608e-07,4.86431375734675e-08,7.84374326299325e-07,4.78972590952156e-06,6.17130206747446e-06,3.29240000926725e-05,2392.5589552493,0.00369577626507439,0.00512110929320908,3
"981",470687.570567719,631356.488324056,2.19354918673531e-07,8.51776245022751e-10,1.62149037752357e-07,3.05925599158874e-08,1.36472588341263e-07,1.3269072751676e-07,4.05832220051749e-08,7.22694830449996e-07,4.3143583677973e-06,5.75342838848511e-06,2.98693805100107e-05,2328.03412821691,0.00365236117673902,0.0052425614968382,2
"982",475282.570567719,631356.488324056,2.31658471960827e-07,1.09801462540304e-09,2.12509327468524e-07,1.35348037361149e-08,1.66747412766455e-07,1.6726255958055e-07,5.46565361858597e-08,8.47467126323734e-07,5.13156375833886e-06,6.74785652951884e-06,3.60151255488945e-05,2579.11620942265,0.00395212280610223,0.00588843790273004,2
"983",479877.570567719,631356.488324056,2.57099641576275e-07,1.39476814473016e-09,1.75863131612886e-07,6.67867182391202e-09,1.32973350108756e-07,1.59749652173247e-07,2.72808489965026e-08,7.61040064436308e-07,4.28145267837229e-06,6.4006661935137e-06,3.16992928391033e-05,2022.01145761164,0.00412899607933376,0.00659490928681457,3
"984",484472.570567719,631356.488324056,2.8499471005361e-07,2.10806110761963e-09,1.99756306162868e-07,1.32381561268602e-09,1.69212333256397e-07,1.49730097431799e-07,5.2069309613989e-08,8.59194633238969e-07,4.93657576405154e-06,6.93221713500558e-06,3.4642960812778e-05,1857.01820731104,0.00454325683376862,0.00680688502180335,1
"985",489067.570567719,631356.488324056,2.65692349010749e-07,2.25217646268594e-09,2.2802579646708e-07,0,1.55417847258477e-07,1.97116415190379e-07,3.97366064497362e-08,8.88241190839106e-07,5.1360234334559e-06,7.4368575195341e-06,3.83352082781799e-05,2259.53308974585,0.00471986205273423,0.00670306963137863,3
"986",493662.570567719,631356.488324056,2.58554462728711e-07,2.50119149350359e-09,2.90750272302631e-07,0,1.87074761015538e-07,2.75031251995017e-07,6.33512605707764e-08,1.07726320010618e-06,6.4716237289271e-06,8.89294732881601e-06,4.82000359473614e-05,1592.86046248649,0.00481853851842713,0.00665173743318624,2
"987",498257.570567719,631356.488324056,2.5300202377565e-07,2.63690652993476e-09,2.57998538089055e-07,0,1.85743053382481e-07,2.25785916629917e-07,7.60843094083086e-08,1.00125074781535e-06,6.01549523221792e-06,8.02754731980132e-06,4.30443858773569e-05,1097.14770360624,0.00471768041888053,0.00658200401421533,2
"988",502852.570567719,631356.488324056,2.13394055759153e-07,3.41525132480092e-09,2.80781727646229e-07,0,2.416839501862e-07,3.01271546376825e-07,1.16457913090784e-07,1.15700444438399e-06,7.29840189630376e-06,8.83013557471946e-06,4.97774151431013e-05,350.450107592529,0.00447617963588534,0.00527778715375593,1
"989",507447.570567719,631356.488324056,2.2515362951836e-07,3.18336899896021e-09,2.8207985147688e-07,0,2.39933500179035e-07,2.75080815015372e-07,1.01839097155221e-07,1.12727026234383e-06,7.09590309964925e-06,8.67661624778804e-06,4.86643747375781e-05,232.072557139256,0.00434618730065116,0.00523745669170701,1
"990",512042.570567719,631356.488324056,2.52666642275301e-07,3.08587557590334e-09,2.59886502096407e-07,0,2.34669333298854e-07,2.10464436545266e-07,1.02729256878931e-07,1.06350204667066e-06,6.60290223388621e-06,8.06777182170426e-06,4.40547891364801e-05,237.917180025897,0.00430348339259805,0.00515617211493189,1
"991",516637.570567719,631356.488324056,2.57372978040848e-07,3.10487876034604e-09,2.47410133713544e-07,0,2.28571941818245e-07,1.9115343974363e-07,9.84765212708183e-08,1.02608989334743e-06,6.3294776490759e-06,7.77460664930923e-06,4.19770084148577e-05,1650.75134772248,0.00319892193939374,0.00497982195902901,1
"992",521232.570567719,631356.488324056,2.95978369813099e-07,3.36030999900649e-09,2.49766079374325e-07,0,2.32928803800547e-07,1.72720819868744e-07,1.04285263091697e-07,1.05903964594742e-06,6.41204940051918e-06,8.02132746504508e-06,4.21840735322018e-05,4564.07351809143,0.00311364000794854,0.00459594380468031,1
"993",525827.570567719,631356.488324056,2.89553939936127e-07,2.96592421455966e-09,1.74310237799347e-07,0,1.44347822583768e-07,1.16979887332391e-07,3.11047409495835e-08,7.59262552815776e-07,4.19156181467872e-06,6.30224810152513e-06,3.0131614554646e-05,3887.51775066199,0.00267077631745915,0.00416794366640645,2
"994",530422.570567719,631356.488324056,2.94560024372004e-07,2.99727932751015e-09,1.80282181627689e-07,0,1.33994941142745e-07,1.0918133774851e-07,2.80332828617169e-08,7.49049047080175e-07,4.08843057843333e-06,6.30022633704708e-06,2.99908626298084e-05,6053.40564325837,0.00254591680390053,0.00401994793982292,2
"995",535017.570567719,631356.488324056,2.66061590981082e-07,4.31308631865246e-09,2.07607477431537e-07,0,2.03420128741527e-07,1.24387305122653e-07,9.46740268403801e-08,9.00463615435831e-07,5.42147806180393e-06,6.7286290116042e-06,3.48629741567519e-05,2285.55740651238,0.00262817702812819,0.00407993400689026,3
"996",539612.570567719,631356.488324056,2.18681716290803e-07,4.24055669051571e-09,2.17001876023915e-07,0,2.35791550728948e-07,1.51664814040942e-07,1.06161042179309e-07,9.33541555954431e-07,5.93082482803348e-06,6.7294253248279e-06,3.70701434516257e-05,213.638823002151,0.00262482249357769,0.00404497101587511,1
"997",544207.570567719,631356.488324056,2.40501376591595e-07,4.34773487351103e-09,2.06749001474549e-07,0,2.27450923873107e-07,1.20131425473957e-07,8.87270895644221e-08,8.87907551851141e-07,5.54687140334048e-06,6.48837524531987e-06,3.47558865258085e-05,128.194472959168,0.00255099008572008,0.00398989343181845,1
"998",548802.570567719,631356.488324056,2.57956496163558e-07,4.45278715288655e-09,1.88880851403894e-07,0,1.96747022007671e-07,1.00536290736919e-07,7.37952764451322e-08,8.22368723910061e-07,4.94433592314325e-06,6.18230059704072e-06,3.16861227628584e-05,140.615294182367,0.00253807442553756,0.00401058643072014,1
"999",553397.570567719,631356.488324056,2.21287855595165e-07,4.32579858045123e-09,2.18314129885044e-07,0,2.23510695285256e-07,1.3773788642979e-07,9.37206674489488e-08,8.98897033224655e-07,5.67953493854634e-06,6.58090945820922e-06,3.60886846732522e-05,307.67107863968,0.00258445064606364,0.00424544635763659,1
"1000",557992.570567719,631356.488324056,3.09197596859434e-07,3.75087760851045e-09,2.15722151253317e-07,0,2.49159308296498e-07,9.74220188965091e-08,9.41029500989288e-08,9.69354903013198e-07,5.89124415939501e-06,7.10250732116613e-06,3.63897307078531e-05,372.781494928654,0.00262331470316522,0.00440890089185178,1
"1001",562587.570567719,631356.488324056,2.7150813863841e-07,3.47586847498915e-09,2.00270660943858e-07,0,2.26453532370385e-07,8.72771389603955e-08,6.43802677835481e-08,8.53365607171586e-07,5.23586005850979e-06,6.36905893507123e-06,3.30303188588593e-05,665.461571812505,0.00249377994517298,0.00370870936676018,1
"1002",567182.570567719,631356.488324056,1.84798095936856e-07,2.6740367975453e-09,1.05954025997335e-07,0,1.22633465160504e-07,4.1383975912801e-08,3.12985962980239e-08,4.88742196103065e-07,2.84094854560712e-06,3.7473003382249e-06,1.81350186947427e-05,2468.63764182639,0.00249412182949513,0.00202862678666584,3
"1003",571777.570567719,631356.488324056,1.54978806676809e-07,1.77893296621212e-09,9.0314303591299e-08,0,6.9810540459514e-08,4.35307734303336e-08,1.36556610463856e-08,3.74069018170553e-07,2.03194421307534e-06,3.12911544907146e-06,1.46952986020826e-05,5123.53621547435,0.00238198299126957,0.00227061629250262,2
"1004",383382.570567719,626746.488324056,1.44733909746009e-07,6.18527223796711e-12,1.90536819211218e-07,0,8.56327901921361e-08,5.58794336580348e-07,6.04879495796906e-09,9.85752835959918e-07,5.50036091302491e-06,9.20365967363251e-06,4.86826788890693e-05,10924.3734681022,0.00205391060489894,0.00268460383977873,3
"1006",397167.570567719,626746.488324056,1.5522481255914e-07,9.34501350542856e-12,2.72367615572477e-07,6.58838441580656e-08,1.5088689009346e-07,2.91896752990795e-07,5.46530892764352e-08,9.90922349663879e-07,6.44450953783945e-06,8.03171824170632e-06,4.76375540430215e-05,1433.42762991735,0.00228846464959515,0.00257499279343468,2
"1007",401762.570567719,626746.488324056,1.71454174635599e-07,1.92673527685868e-11,2.26038574968612e-07,8.64085836771444e-08,1.79318601745138e-07,1.92016982758503e-07,6.90644216261305e-08,9.24320606763895e-07,6.18297951414498e-06,6.93435314240209e-06,4.12275850676219e-05,1148.59625860547,0.00252955389134682,0.00304689210302989,1
"1008",406357.570567719,626746.488324056,1.10333536751384e-07,3.53551221502282e-11,2.46211190102485e-07,7.84248055940573e-08,2.17780830702452e-07,2.53368273028798e-07,1.12233033533471e-07,1.0183870248348e-06,7.09268787875471e-06,7.25718310365928e-06,4.57003965478652e-05,707.987428061761,0.00289154064634885,0.00365916605329159,1
"1009",410952.570567719,626746.488324056,1.59473603655869e-07,2.81994208799902e-11,2.57497684508223e-07,6.4078447881144e-08,2.3252488690062e-07,2.27659587181961e-07,1.08479024651942e-07,1.04974143420064e-06,7.1341623144375e-06,7.57303667242885e-06,4.60030913360695e-05,453.572739814004,0.00291068329759654,0.00401740087822629,1
"1010",415547.570567719,626746.488324056,1.58049812792882e-07,3.04402610431555e-11,2.51067303835839e-07,6.48402951886062e-08,2.2706292357455e-07,2.23569628143849e-07,1.03012532615132e-07,1.0276329364119e-06,6.97962402057512e-06,7.43557462961795e-06,4.50971440348853e-05,715.642199789136,0.00293170395143327,0.00409406947519854,1
"1011",420142.570567719,626746.488324056,2.02352282929752e-07,3.848762232311e-11,1.69563693308561e-07,4.88379534036021e-08,1.4026510331e-07,1.41140840348442e-07,3.46791942384961e-08,7.36877555161176e-07,4.56606253425952e-06,5.83061731327728e-06,3.15274939518363e-05,1267.08567845178,0.00318494845916015,0.00441727627317377,1
"1012",424737.570567719,626746.488324056,2.13477228339087e-07,4.17036539850091e-11,1.96533494811746e-07,6.64248268611445e-08,1.23426402653948e-07,2.75556880868777e-07,1.40951298410741e-08,8.89555667029761e-07,5.36013159736738e-06,7.57259154884459e-06,4.08790894334222e-05,4107.31731511438,0.00293731478001788,0.00440187900822994,3
"1013",429332.570567719,626746.488324056,2.07589615275339e-07,4.41999577129731e-11,1.85103874006387e-07,1.08422084976745e-07,1.02660085987694e-07,2.0584487181452e-07,1.55381020550127e-08,8.2520283407341e-07,5.12932910360655e-06,6.85145439544141e-06,3.7846923257119e-05,8009.56267695037,0.00259682550944944,0.0047509745056918,2
"1014",433927.570567719,626746.488324056,2.25169226375499e-07,5.64249625755603e-11,2.05837682010213e-07,1.21669714692185e-07,9.6843980168515e-08,2.4253321351253e-07,1.86039444960429e-08,9.1071418621756e-07,5.60652301694118e-06,7.65344992707069e-06,4.21980528202202e-05,8950.03104998599,0.00285791146799441,0.0054383702495282,2
"1015",438522.570567719,626746.488324056,2.0556111346437e-07,6.7640998704932e-11,2.77928582814724e-07,2.09315431654034e-07,1.13741896123898e-07,3.35767333048409e-07,3.04627404967839e-08,1.17284473860092e-06,7.7268049164473e-06,9.61151229040072e-06,5.71953568662721e-05,11296.8908156712,0.00275722576079598,0.00493129232242168,2
"1016",443117.570567719,626746.488324056,2.3364067125442e-07,1.24855014348169e-10,2.47258309826748e-07,1.36475564405103e-07,1.11547512782195e-07,3.02281271569171e-07,2.13393161335729e-08,1.05266750098556e-06,6.56514570265745e-06,8.87141075315255e-06,4.98670298403527e-05,8030.76857038206,0.00299002893131185,0.00433870586890602,2
"1017",447712.570567719,626746.488324056,2.19264635337169e-07,1.80511209712381e-10,2.08762642728288e-07,9.59887122009562e-08,9.42780469248561e-08,2.25383095298071e-07,1.7421945011642e-08,8.61279588710694e-07,5.24292566152868e-06,7.31610849252339e-06,4.00895726898704e-05,16498.329817186,0.00253333323729063,0.00375425907634191,2
"1018",452307.570567719,626746.488324056,2.37345061826488e-07,2.6246889167289e-10,2.04977266271555e-07,7.71795986842516e-08,9.51775263047239e-08,2.45842526780393e-07,1.39717398622841e-08,8.74756188621369e-07,5.15138504568252e-06,7.56967554989881e-06,4.02379697287186e-05,8269.56618991378,0.00309615600074428,0.00391642118016745,2
"1019",456902.570567719,626746.488324056,2.47167429634487e-07,3.65475556936279e-10,2.19755640351593e-07,6.10570832781931e-08,1.15885458562559e-07,2.2935857524331e-07,2.06633913590881e-08,8.94253053986167e-07,5.29294410041726e-06,7.640076391301e-06,4.0648781607493e-05,7652.57117587783,0.00297115231835711,0.00387349875330872,3
"1020",461497.570567719,626746.488324056,2.47329631442028e-07,4.8176123593896e-10,2.30542282597668e-07,4.32903406455409e-08,1.32627506310712e-07,2.05470803482655e-07,3.38548090117463e-08,8.93597134726289e-07,5.32914062594762e-06,7.48643381875448e-06,4.0014804098815e-05,9874.42128996993,0.00328515479573824,0.00428353339869066,2
"1021",466092.570567719,626746.488324056,2.65312566138931e-07,6.61616043201585e-10,2.34112647046203e-07,3.01291384618985e-08,1.83261467778806e-07,1.71905849999376e-07,6.75770714941848e-08,9.52960356962601e-07,5.80308566605972e-06,7.48793395941721e-06,4.00469351322999e-05,4732.4212473761,0.00375737982780935,0.0047617049514686,1
"1022",470687.570567719,626746.488324056,2.3051052089329e-07,7.88226268977343e-10,1.98933082007358e-07,2.04501900830101e-08,1.69549894124543e-07,1.49715565500586e-07,6.25219656047449e-08,8.32469444482509e-07,5.07698438732135e-06,6.47289654509553e-06,3.45026556376887e-05,2278.32415274046,0.0039510656363915,0.00517198609571653,1
"1023",475282.570567719,626746.488324056,2.34649502495188e-07,1.23119400959049e-09,2.12647938369059e-07,1.92188982645058e-08,1.87356997916055e-07,1.50101237439415e-07,6.36278449372973e-08,8.68833613431111e-07,5.36974592457891e-06,6.70809205314052e-06,3.61856208518259e-05,2971.58527750894,0.00426496607316058,0.00574617283338598,2
"1024",479877.570567719,626746.488324056,2.17715771633209e-07,1.1929371275532e-09,1.75336652530333e-07,4.27725682372593e-08,1.53468156183223e-07,1.37272961442392e-07,4.91151931347744e-08,7.76874240288744e-07,4.78278091086207e-06,6.03856573020561e-06,3.22941893346543e-05,2746.48738600756,0.00422699331796872,0.00629226281616645,1
"1025",484472.570567719,626746.488324056,2.34669924381592e-07,2.28933278931254e-09,1.80104363867173e-07,7.47001565049032e-08,1.39875063087658e-07,1.73163082095584e-07,3.89470597439434e-08,8.43748982470166e-07,5.15771405735707e-06,6.73434006286805e-06,3.59477371060166e-05,3556.8939108326,0.00496333423128304,0.00773638418558039,3
"1026",489067.570567719,626746.488324056,2.3041875785168e-07,3.2868742554093e-09,2.50855487937685e-07,2.49092952930852e-08,1.95885161424769e-07,2.34382949049206e-07,7.9334294356137e-08,1.01907282016797e-06,6.32683337202164e-06,7.98097694603567e-06,4.40268557605969e-05,1398.75625542435,0.00526189374634347,0.00670371961229704,1
"1027",493662.570567719,626746.488324056,2.06506209909918e-07,2.28687806885786e-09,2.46693049099633e-07,5.42733005759466e-09,1.94016693377819e-07,2.48420531701044e-07,7.71080888029019e-08,9.80458781017768e-07,6.08803511636252e-06,7.72536150701886e-06,4.28639793289415e-05,600.266974622767,0.00498201543685764,0.00655290698900723,1
"1028",498257.570567719,626746.488324056,2.64311348363577e-07,2.56647439411672e-09,2.78002837195146e-07,0,2.28348613795504e-07,2.37718869922077e-07,9.8690591698869e-08,1.10963873536929e-06,6.81943590644107e-06,8.60973173183455e-06,4.68806641469866e-05,1227.49687105854,0.00492395982437529,0.00624421647496374,1
"1029",502852.570567719,626746.488324056,2.0352582819072e-07,2.51179619811803e-09,2.81294795456688e-07,0,2.28867317542125e-07,3.16126916199977e-07,9.7795380460397e-08,1.13012203404803e-06,7.11600185541658e-06,8.81899069354181e-06,4.98583557813556e-05,257.975710703611,0.00429319607157332,0.00499566624638932,1
"1030",507447.570567719,626746.488324056,2.34008779465e-07,2.532715152187e-09,2.69026789290194e-07,0,2.10851721416105e-07,2.42121976690157e-07,8.60213358322426e-08,1.04456331784589e-06,6.45801970100904e-06,8.19547910605595e-06,4.51754243760219e-05,257.448372376264,0.00396186092143069,0.00477218551912333,1
"1031",512042.570567719,626746.488324056,2.23061244586376e-07,2.52100100864294e-09,2.34054957637397e-07,0,2.17322650097884e-07,1.94721417656751e-07,9.20286225003508e-08,9.63709893487402e-07,6.02008847554528e-06,7.28758278168568e-06,4.00187536335819e-05,683.111117891527,0.00357449209354798,0.00491830755470795,1
"1033",521232.570567719,626746.488324056,2.96313911185564e-07,2.70085295794864e-09,2.20825981056549e-07,0,1.51496306166621e-07,1.52464356917292e-07,3.77523762806753e-08,8.6155378456465e-07,4.86573562771819e-06,7.21529231595408e-06,3.6013986526362e-05,10290.5236004334,0.00259974239462433,0.00391012348695783,3
"1034",525827.570567719,626746.488324056,3.69464404847974e-07,3.26394006960884e-09,2.29658291939216e-07,0,1.37902077312901e-07,1.60715206476425e-07,3.74182759499408e-08,9.38422196596067e-07,4.98656554649007e-06,8.08214294122089e-06,3.81919231517008e-05,10070.1450349692,0.00230963213210171,0.00363864299300845,2
"1035",530422.570567719,626746.488324056,4.18992526896034e-07,3.48076701489619e-09,2.21632599384236e-07,0,1.51681134763493e-07,1.30647381579863e-07,4.29613949137764e-08,9.69395804552298e-07,5.04234324089775e-06,8.24553754795454e-06,3.74858376501891e-05,6738.3483345835,0.00252506975715471,0.00377082256139178,2
"1036",535017.570567719,626746.488324056,3.06445738118555e-07,4.62661609718085e-09,2.11386327109153e-07,0,2.08817255931137e-07,1.22661552026671e-07,9.49653270465589e-08,9.48902816329256e-07,5.5798809909316e-06,7.17261942835556e-06,3.60534743336222e-05,2731.60037103159,0.00256333021896638,0.00383434894827126,1
"1037",539612.570567719,626746.488324056,2.89934951158699e-07,4.37766294741904e-09,2.48008913850128e-07,0,2.74678725098454e-07,1.49534742810431e-07,1.10900686856041e-07,1.07743568272117e-06,6.72818396223879e-06,7.85349956981818e-06,4.20656917752699e-05,155.789401326947,0.00254586685930464,0.00382857809645013,1
"1038",544207.570567719,626746.488324056,2.91686837794458e-07,4.65599175880627e-09,2.32298483560101e-07,0,2.41152576574422e-07,1.19302798973209e-07,7.91186905990671e-08,9.68215379260062e-07,5.92916944003319e-06,7.28201754118807e-06,3.81386047477728e-05,233.529544613919,0.00252952219764093,0.00384374897553865,1
"1039",548802.570567719,626746.488324056,2.65719023673228e-07,4.79958637417122e-09,2.03273640142498e-07,0,2.00804946892674e-07,1.08867746151375e-07,6.88749010047118e-08,8.52339844238659e-07,5.1280643605725e-06,6.49788970509546e-06,3.35050526689834e-05,170.782735887289,0.00251658599476567,0.00410815328974165,1
"1040",553397.570567719,626746.488324056,2.51478300850039e-07,5.2199087274829e-09,2.1392602578274e-07,0,2.30971169745686e-07,1.20526501667939e-07,9.30287342715275e-08,9.15150641045415e-07,5.6901013281152e-06,6.6974496137906e-06,3.57094797482915e-05,329.559019753119,0.00260673196788535,0.00428320859311484,1
"1041",557992.570567719,626746.488324056,2.66928307457448e-07,5.47895872421433e-09,2.20906669401444e-07,0,2.50562698145274e-07,1.20551169713323e-07,1.06256513698888e-07,9.70684317140591e-07,6.05251084106334e-06,6.996595661099e-06,3.72478678007243e-05,361.457525199508,0.00262154610214857,0.00440634730278535,1
"1042",562587.570567719,626746.488324056,2.74718318760137e-07,4.46512752466655e-09,1.75319744499802e-07,0,1.86228174214875e-07,7.21316530949423e-08,5.1505822162845e-08,7.64368840257268e-07,4.48843466164389e-06,5.87653878360295e-06,2.9067060024604e-05,448.070144827084,0.0025214167643757,0.00366626686513922,2
"1043",567182.570567719,626746.488324056,1.41024684374713e-07,2.633995570267e-09,8.77032098056674e-08,0,9.38581341536349e-08,4.11839641278888e-08,3.16970044655918e-08,3.98100992497763e-07,2.32099223173438e-06,3.03872994571186e-06,1.49282146854474e-05,3182.88528762668,0.00244594879463459,0.0026539157218042,3
"1044",571777.570567719,626746.488324056,2.04107220014293e-07,2.54802955124145e-09,1.6300871941155e-07,0,1.12308243593873e-07,7.67394596756787e-08,3.19615387489591e-08,5.90673210995596e-07,3.41338119168311e-06,4.83292055605822e-06,2.45463117728162e-05,2196.49239911123,0.00228124583979774,0.00302460077114285,2
"1045",383382.570567719,622136.488324056,1.36716918230917e-07,7.45054739475018e-12,1.85963862531224e-07,1.41013902776876e-08,7.82833871060262e-08,6.41416243674087e-07,4.28103950900205e-09,1.06077029187634e-06,5.91776741652061e-06,9.95068290205175e-06,5.27615914204137e-05,12877.5576049679,0.00160722291709323,0.00218880091715413,3
"1048",401762.570567719,622136.488324056,2.11635858171633e-07,1.59104033116766e-11,2.02208200406062e-07,9.08278623978909e-08,1.40152190297727e-07,1.6969687255397e-07,3.88001317463971e-08,8.53337025976991e-07,5.43203891019948e-06,6.7489644299788e-06,3.7873135546954e-05,2285.79600092383,0.00234854838930651,0.0025664326753002,2
"1049",406357.570567719,622136.488324056,1.53990176166019e-07,2.7513851602861e-11,2.2537566568559e-07,6.50970897186909e-08,1.93627960776155e-07,2.23846084779211e-07,8.18025510107567e-08,9.43767041988025e-07,6.30830942657741e-06,7.0205662867569e-06,4.18569447709279e-05,1588.04691341974,0.00248887102698023,0.00344131534585365,1
"1050",410952.570567719,622136.488324056,1.56485323810074e-07,2.33663854866568e-11,2.1520345638848e-07,7.70609657196886e-08,1.82567718276516e-07,2.00754044499263e-07,7.71431694079894e-08,9.09238044487497e-07,6.09753774401977e-06,6.73481306366901e-06,4.01768577268257e-05,547.560335815205,0.00265133589540405,0.00369113130807529,1
"1051",415547.570567719,622136.488324056,1.93891062316709e-07,2.7731588780975e-11,1.81438033930448e-07,8.03214691980081e-08,1.44994138473464e-07,1.33072403984968e-07,4.15514110063686e-08,7.75296250498747e-07,5.00714069034356e-06,5.96243349062586e-06,3.36619675560488e-05,389.368543916102,0.00288976167149148,0.00395944284601907,2
"1052",420142.570567719,622136.488324056,2.04230631073443e-07,3.81809225078258e-11,1.75614253805634e-07,8.18834106630639e-08,1.42363890454078e-07,1.38019397910583e-07,3.58979669323745e-08,7.78047731761684e-07,4.96137127583304e-06,6.0514313287316e-06,3.36155796790436e-05,918.010609689198,0.00314396184176866,0.00422283351762407,1
"1053",424737.570567719,622136.488324056,2.11137518135729e-07,4.60400034069108e-11,1.79654590759526e-07,1.26503568786962e-07,1.37588539006472e-07,1.63371720152128e-07,3.62198022130222e-08,8.54521779057246e-07,5.53465629432419e-06,6.62360195367515e-06,3.74343174539375e-05,1466.69778727081,0.00299350671115503,0.00424035064271498,3
"1054",429332.570567719,622136.488324056,2.07365750348742e-07,5.32399460888983e-11,1.87308375476647e-07,2.40272597484825e-07,1.29961697625802e-07,2.466663602263e-07,2.95775056252667e-08,1.04120552673367e-06,7.02639153044612e-06,8.03476284590458e-06,4.75557812926494e-05,2044.91742882538,0.00323111604463794,0.00500571418830148,3
"1055",433927.570567719,622136.488324056,2.01953162193291e-07,6.57989228424263e-11,2.09380336624321e-07,2.1596425003878e-07,1.15525316868315e-07,3.03177417837475e-07,2.13301869084193e-08,1.06739646939344e-06,7.03777869601283e-06,8.59349454348656e-06,5.03409721843526e-05,2696.02679462492,0.00321641716188697,0.00525271056086261,2
"1056",438522.570567719,622136.488324056,2.10862842742188e-07,8.40173208782602e-11,2.02940203752888e-07,1.67820146113051e-07,1.05400718819482e-07,2.11119666193582e-07,2.052833236732e-08,9.18755927309389e-07,5.95630830732552e-06,7.42589851948638e-06,4.26854955024036e-05,2925.2745481224,0.00334795711981055,0.00523721316726232,3
"1057",443117.570567719,622136.488324056,2.12893511708501e-07,1.03923457946825e-10,2.38336592239818e-07,2.16050978885107e-07,1.29785513669489e-07,2.44611355615376e-07,3.73315749424563e-08,1.07911345051869e-06,7.23799483807108e-06,8.46639684059288e-06,5.04765084326985e-05,2891.95162847317,0.00319336946400057,0.00457635473212684,3
